worker,question,answer,truth,time
AUJHICRFNP62C,3564,1,1,17
A82BT104GBNC,3564,1,1,33
A1MADOUB1BA0A5,3564,1,1,8
A22ZXHWYRRWDCL,3564,1,1,11
A3VDQ6HZDIPBD4,3564,1,1,19
AHZJB4VTLFCJ6,3564,1,1,241
AF9OA6LYG27BX,3564,1,1,7
A2AWDYE8TVVZMV,3564,1,1,5
A2V3P1XE33NYC3,3564,1,1,4
A3FHFGC3V9B3OJ,3564,1,1,9
AQRI1E9W5268O,3564,1,1,9
A166A2M31CW2C7,3564,1,1,7
A36470UBRH28GO,3564,1,1,7
AJPQEZBVJXVE9,3564,1,1,6
A2FUMA4UR6S920,3564,1,1,7
A24LUXW1DB1QI5,3564,1,1,9
ABI0GL9ER3H1M,3564,1,1,8
A109CH3492UU42,3564,1,1,167
A2QYPEWPAGGKLQ,3564,1,1,20
AOQ7MU1GAI5X1,3593,1,1,5
A2Q0G9Q633CN04,3593,1,1,5
A2RMJNF6IPI42F,3593,1,1,5
A3PAKT8TH3N2ZZ,3593,1,1,6
A3DLWGA9J3LU3H,3593,1,1,8
A166A2M31CW2C7,3593,1,1,6
ALQPGVQZEZSUE,3593,1,1,196
A3D9L5CQXK1YJL,3593,1,1,4
A1FXXKSGZ7KVQI,3593,1,1,58
A1Z048705962W6,3593,1,1,27
A2V3P1XE33NYC3,3593,1,1,5
A9KPCMO1J1LQF,3593,1,1,16
AW7J1S3K29XOA,3593,1,1,20
A2C57JVPIOH7F2,3593,1,1,7
A1NK6UXWXKFMC7,3593,1,1,11
A36470UBRH28GO,3593,1,1,5
A36SM7QM8OK3H6,3593,1,1,6
A26CQZGNV3GJXS,3593,1,1,79
A1X0WT0A91ZCIH,3593,1,1,25
A3PM8L29POUPBQ,3593,1,1,6
A25COC9WM9XVME,3595,1,1,11
A36SM7QM8OK3H6,3595,1,1,5
A2V3P1XE33NYC3,3595,1,1,6
AW7J1S3K29XOA,3595,1,1,7
A11VJ9HVZPID81,3595,1,1,7
A2Q0G9Q633CN04,3595,1,1,7
A2FUMA4UR6S920,3595,0,1,5
A2AWDYE8TVVZMV,3595,1,1,6
AANKP2NELIU8L,3595,1,1,9
AJPQEZBVJXVE9,3595,1,1,8
A1NK6UXWXKFMC7,3595,1,1,9
ADMTRXEG43HU0,3595,1,1,11
A1YQPOF381ZJRW,3595,1,1,6
ASRI4XGCPE999,3595,1,1,17
AQRI1E9W5268O,3595,1,1,5
A1V6P1ZE6Q8YEW,3595,1,1,11
A109CH3492UU42,3595,1,1,154
AMUL16N6WKIRI,3595,1,1,7
AOQ7MU1GAI5X1,3595,1,1,40
A1OIXGF4N7O93T,3595,1,1,8
ADMTRXEG43HU0,123,1,1,10
A2AWDYE8TVVZMV,123,1,1,16
A2TR0BG1WR2KJB,123,1,1,39
A2V3P1XE33NYC3,123,1,1,6
A23VQ6YY9YM32S,123,1,1,7
A19BMRBO5UAD6H,123,1,1,11
A2FUMA4UR6S920,123,1,1,15
A2S96ZZ70YFPSK,123,1,1,28
A26CQZGNV3GJXS,123,1,1,77
A11VJ9HVZPID81,123,1,1,12
A1YQPOF381ZJRW,123,1,1,6
A2CWJRAEFZ44HU,123,1,1,20
AQRI1E9W5268O,123,1,1,7
A36SM7QM8OK3H6,123,1,1,12
AFKZZEURTCR8U,123,1,1,39
A9KPCMO1J1LQF,123,1,1,7
A166A2M31CW2C7,123,1,1,8
A1V6P1ZE6Q8YEW,123,1,1,319
A2ALWT2BUSXD83,123,1,1,7
AF9OA6LYG27BX,123,1,1,7
A3RR85PK3AV9TU,3670,1,1,9
A2QAIIROYI52KO,3670,1,1,227
AD5IKFAK8KN4P,3670,1,1,10
A1V6P1ZE6Q8YEW,3670,1,1,742
AR2V2N3U8JC96,3670,1,1,20
A2V3P1XE33NYC3,3670,1,1,4
A25COC9WM9XVME,3670,1,1,9
AQRI1E9W5268O,3670,1,1,4
AF9OA6LYG27BX,3670,1,1,5
A2QYPEWPAGGKLQ,3670,1,1,7
A3PIAHR6PGXZNT,3670,1,1,7
A24LUXW1DB1QI5,3670,1,1,23
A3NSX46VYD9J49,3670,1,1,17
A3FHFGC3V9B3OJ,3670,1,1,6
AW7J1S3K29XOA,3670,1,1,6
A3K43RI91Y567E,3670,1,1,5
A1MADOUB1BA0A5,3670,1,1,8
A3TVDFJ22T1FFN,3670,0,1,25
A15HVZVDQAD0UJ,3670,1,1,18
A1OIXGF4N7O93T,3670,1,1,6
A1WRYUFOYFF8QO,10182,0,0,295
A3K43RI91Y567E,10182,0,0,7
A2V3P1XE33NYC3,10182,0,0,3
ADMTRXEG43HU0,10182,0,0,9
A11VJ9HVZPID81,10182,1,0,12
A2C57JVPIOH7F2,10182,0,0,10
A1TEQTP52NS7D1,10182,0,0,9
A1OIXGF4N7O93T,10182,0,0,7
AF9OA6LYG27BX,10182,0,0,2
A1HZJEDSWRG10C,10182,0,0,7
A3PIAHR6PGXZNT,10182,0,0,8
A3O81LHBBI8NPK,10182,1,0,9
A2QYPEWPAGGKLQ,10182,0,0,36
A1FXXKSGZ7KVQI,10182,0,0,34
AANKP2NELIU8L,10182,0,0,4
A23VQ6YY9YM32S,10182,0,0,4
A1LZWU72K42V92,10182,1,0,7
A3D9L5CQXK1YJL,10182,0,0,4
AQRI1E9W5268O,10182,0,0,5
ADPH5QAINZCR4,10182,0,0,33
ACCXC5V05C9R9,3753,1,1,7
AJPQEZBVJXVE9,3753,1,1,8
ASRI4XGCPE999,3753,1,1,24
ALQPGVQZEZSUE,3753,1,1,235
A3O81LHBBI8NPK,3753,1,1,12
A1YQPOF381ZJRW,3753,1,1,3
A1OIXGF4N7O93T,3753,1,1,9
A2Q0G9Q633CN04,3753,1,1,6
A2V3P1XE33NYC3,3753,1,1,4
A2C7UETA9SL9SK,3753,1,1,10
A1NK6UXWXKFMC7,3753,1,1,11
A24LUXW1DB1QI5,3753,1,1,10
ADMTRXEG43HU0,3753,1,1,8
A32H5INU9CYMCI,3753,1,1,6
AKSZEP35U6CSZ,3753,1,1,10
A3K43RI91Y567E,3753,1,1,67
APPVQKCQLFHOK,3753,1,1,4
A3VDQ6HZDIPBD4,3753,1,1,12
A9KPCMO1J1LQF,3753,1,1,5
A2QYPEWPAGGKLQ,3753,1,1,12
A1WY3YGT618GC0,7453,1,0,7
A2BLQ1GVEHJR8T,7453,0,0,36
A19BMRBO5UAD6H,7453,1,0,7
AOLFXWNS32XOE,7453,1,0,26
A3FHFGC3V9B3OJ,7453,0,0,19
A2V3P1XE33NYC3,7453,1,0,5
AF9OA6LYG27BX,7453,0,0,6
A26CQZGNV3GJXS,7453,0,0,273
A23VQ6YY9YM32S,7453,1,0,7
A3K43RI91Y567E,7453,1,0,30
A36LOA6VLJU157,7453,1,0,7
AQRI1E9W5268O,7453,1,0,8
A3O81LHBBI8NPK,7453,0,0,24
A1FXXKSGZ7KVQI,7453,1,0,57
A3P2LT53J1GUBG,7453,0,0,29
A2AWDYE8TVVZMV,7453,0,0,21
AJPQEZBVJXVE9,7453,1,0,12
A3PM8L29POUPBQ,7453,1,0,4
A2AGDF3VY0L1QP,7453,1,0,18
A24LUXW1DB1QI5,7453,1,0,13
A2Q0G9Q633CN04,629,1,1,50
A25COC9WM9XVME,629,1,1,10
A22ZXHWYRRWDCL,629,1,1,13
A1OIXGF4N7O93T,629,1,1,9
AF9OA6LYG27BX,629,1,1,4
A2AWDYE8TVVZMV,629,1,1,7
AQRI1E9W5268O,629,1,1,5
A20X14OMRL0YPZ,629,1,1,28
A2QYPEWPAGGKLQ,629,1,1,13
A32H5INU9CYMCI,629,1,1,8
A3PRX6CU0P34NE,629,1,1,44
A2V3P1XE33NYC3,629,1,1,7
A36470UBRH28GO,629,1,1,13
ACCXC5V05C9R9,629,1,1,7
A2FUMA4UR6S920,629,1,1,10
ADMTRXEG43HU0,629,1,1,10
A19BMRBO5UAD6H,629,0,1,7
A3FHFGC3V9B3OJ,629,1,1,11
A87D3K9YVKTQ7,629,1,1,14
A109CH3492UU42,629,1,1,65
ASS4LIVDW452F,3781,1,1,7
ADMTRXEG43HU0,3781,0,1,28
A15HVZVDQAD0UJ,3781,1,1,12
A2AGDF3VY0L1QP,3781,1,1,16
AQRI1E9W5268O,3781,1,1,6
A2RMJNF6IPI42F,3781,0,1,4
ASHOXF02ZJWXL,3781,1,1,27
A1OIXGF4N7O93T,3781,0,1,10
AJPQEZBVJXVE9,3781,1,1,11
A3PM8L29POUPBQ,3781,1,1,6
AYXIDCIGUA037,3781,1,1,7
A3TVDFJ22T1FFN,3781,1,1,15
A1UUNYHX3M8O3O,3781,0,1,269
AR2V2N3U8JC96,3781,0,1,4
ALQPGVQZEZSUE,3781,0,1,191
A2V3P1XE33NYC3,3781,1,1,6
A22ZXHWYRRWDCL,3781,1,1,13
AF9OA6LYG27BX,3781,1,1,10
A2Q0G9Q633CN04,3781,1,1,15
A3K43RI91Y567E,3781,1,1,11
A2CWJRAEFZ44HU,3782,1,1,7
A2AWDYE8TVVZMV,3782,1,1,7
A9KPCMO1J1LQF,3782,1,1,5
AMUL16N6WKIRI,3782,1,1,5
A1UUNYHX3M8O3O,3782,1,1,8
A2V3P1XE33NYC3,3782,1,1,4
A1X0WT0A91ZCIH,3782,1,1,28
A2C7UETA9SL9SK,3782,1,1,6
A1HZJEDSWRG10C,3782,1,1,8
A3TVDFJ22T1FFN,3782,1,1,15
A2AGDF3VY0L1QP,3782,1,1,11
A11VJ9HVZPID81,3782,1,1,204
A3NSX46VYD9J49,3782,1,1,18
A1QK90OHMNVT6N,3782,1,1,7
A3PAKT8TH3N2ZZ,3782,1,1,14
A3RR85PK3AV9TU,3782,1,1,4
A25ZNH4TNZBJOG,3782,1,1,10
A3PM8L29POUPBQ,3782,1,1,10
A2C57JVPIOH7F2,3782,1,1,11
AQRI1E9W5268O,3782,1,1,4
AQORJW4W8U9YU,1996,0,1,11
AANKP2NELIU8L,1996,1,1,233
ADVKHM8P51FSQ,1996,0,1,3
A1HZJEDSWRG10C,1996,1,1,10
AQRI1E9W5268O,1996,1,1,4
A3TVDFJ22T1FFN,1996,1,1,21
A2V3P1XE33NYC3,1996,1,1,4
A27I79P03I0ZPO,1996,1,1,8
A1Z048705962W6,1996,1,1,6
AF9OA6LYG27BX,1996,0,1,9
A1V6P1ZE6Q8YEW,1996,1,1,19
A36SM7QM8OK3H6,1996,1,1,6
A3PIAHR6PGXZNT,1996,0,1,15
A23VQ6YY9YM32S,1996,0,1,4
A9KPCMO1J1LQF,1996,1,1,12
AW7J1S3K29XOA,1996,0,1,9
A2FUMA4UR6S920,1996,1,1,10
A2USD3XJ7TU9Y7,1996,1,1,6
A2AWDYE8TVVZMV,1996,1,1,15
A2F0NZQ8F9ON8C,1996,0,1,70
A32H5INU9CYMCI,3787,1,1,8
AQRI1E9W5268O,3787,1,1,9
AYXIDCIGUA037,3787,1,1,5
A3O81LHBBI8NPK,3787,1,1,10
A15HVZVDQAD0UJ,3787,1,1,5
AF9OA6LYG27BX,3787,1,1,4
A2C57JVPIOH7F2,3787,1,1,10
A26CQZGNV3GJXS,3787,1,1,119
A2USD3XJ7TU9Y7,3787,1,1,4
A19BMRBO5UAD6H,3787,1,1,4
A1FXXKSGZ7KVQI,3787,1,1,29
A1NK6UXWXKFMC7,3787,1,1,3
A36470UBRH28GO,3787,1,1,5
A3PIAHR6PGXZNT,3787,1,1,62
ASS4LIVDW452F,3787,1,1,16
AMUL16N6WKIRI,3787,1,1,5
A2V3P1XE33NYC3,3787,1,1,4
A3PM8L29POUPBQ,3787,1,1,3
AR2V2N3U8JC96,3787,1,1,4
A3TVDFJ22T1FFN,3787,1,1,19
A1MADOUB1BA0A5,633,1,1,32
A1KGCOR8OXYR72,633,1,1,90
A2C7UETA9SL9SK,633,1,1,10
AQRI1E9W5268O,633,1,1,4
A166A2M31CW2C7,633,1,1,9
ACCXC5V05C9R9,633,1,1,18
A3FHFGC3V9B3OJ,633,1,1,23
A2ALWT2BUSXD83,633,1,1,21
A1X0WT0A91ZCIH,633,1,1,41
A2AWDYE8TVVZMV,633,1,1,30
A2TR0BG1WR2KJB,633,1,1,49
A1YQPOF381ZJRW,633,0,1,27
A3O81LHBBI8NPK,633,0,1,14
ASRI4XGCPE999,633,1,1,23
A26CQZGNV3GJXS,633,1,1,157
A2V3P1XE33NYC3,633,1,1,7
A1LZWU72K42V92,633,1,1,1801
A3PAKT8TH3N2ZZ,633,1,1,224
A2USD3XJ7TU9Y7,633,1,1,15
A9KPCMO1J1LQF,633,1,1,194
A3K43RI91Y567E,3812,0,1,12
A11VJ9HVZPID81,3812,0,1,30
A2TR0BG1WR2KJB,3812,0,1,80
A109CH3492UU42,3812,1,1,177
A2FUMA4UR6S920,3812,0,1,7
A2AWDYE8TVVZMV,3812,1,1,19
AQRI1E9W5268O,3812,0,1,5
A2QAIIROYI52KO,3812,1,1,117
ACCXC5V05C9R9,3812,1,1,24
A3O81LHBBI8NPK,3812,0,1,15
AF9OA6LYG27BX,3812,0,1,4
AR2V2N3U8JC96,3812,0,1,11
A2ALWT2BUSXD83,3812,1,1,11
A3FHFGC3V9B3OJ,3812,1,1,10
A3PRX6CU0P34NE,3812,1,1,84
A2V3P1XE33NYC3,3812,0,1,5
ASRI4XGCPE999,3812,0,1,19
A2C7UETA9SL9SK,3812,0,1,8
ACVEFRSUAPSEQ,3812,0,1,10
A1TEQTP52NS7D1,3812,0,1,14
A15HVZVDQAD0UJ,3816,1,1,8
A3PAKT8TH3N2ZZ,3816,1,1,18
A1NK6UXWXKFMC7,3816,1,1,4
A9KPCMO1J1LQF,3816,1,1,9
A2QAIIROYI52KO,3816,1,1,231
A11VJ9HVZPID81,3816,1,1,7
A1HZJEDSWRG10C,3816,1,1,9
A3K43RI91Y567E,3816,1,1,21
ASS4LIVDW452F,3816,1,1,5
ADVKHM8P51FSQ,3816,1,1,6
A3PRX6CU0P34NE,3816,1,1,122
A2ALWT2BUSXD83,3816,1,1,6
ADMTRXEG43HU0,3816,1,1,7
A24LUXW1DB1QI5,3816,1,1,10
A26CQZGNV3GJXS,3816,1,1,193
A2GR1NO60FBJ2,3816,1,1,16
A1YXYL67VC9WFO,3816,1,1,15
A2C7UETA9SL9SK,3816,1,1,7
A2V3P1XE33NYC3,3816,1,1,4
ABI0GL9ER3H1M,3816,1,1,11
A1NK6UXWXKFMC7,3833,1,1,8
A3RR85PK3AV9TU,3833,1,1,51
A2V3P1XE33NYC3,3833,1,1,5
AHZJB4VTLFCJ6,3833,1,1,271
A3FA1KFSHFVKPM,3833,1,1,488
A23VQ6YY9YM32S,3833,1,1,5
ALQPGVQZEZSUE,3833,1,1,242
A36SM7QM8OK3H6,3833,1,1,8
ADMTRXEG43HU0,3833,1,1,10
A3FHFGC3V9B3OJ,3833,1,1,10
A3K43RI91Y567E,3833,1,1,9
ASS4LIVDW452F,3833,1,1,7
A3N6JLEAMOBJU9,3833,1,1,54
A9KPCMO1J1LQF,3833,1,1,6
A3PRX6CU0P34NE,3833,1,1,184
A19BMRBO5UAD6H,3833,1,1,21
A26CQZGNV3GJXS,3833,1,1,279
A2FUMA4UR6S920,3833,1,1,7
A2ALWT2BUSXD83,3833,1,1,13
AF9OA6LYG27BX,3833,1,1,5
A2V3P1XE33NYC3,9409,0,0,24
ACCXC5V05C9R9,9409,0,0,13
A2ALWT2BUSXD83,9409,0,0,11
A32H5INU9CYMCI,9409,0,0,6
A1FXXKSGZ7KVQI,9409,0,0,7
A3O81LHBBI8NPK,9409,0,0,13
AOQ7MU1GAI5X1,9409,0,0,12
A20X14OMRL0YPZ,9409,0,0,11
AQRI1E9W5268O,9409,0,0,5
A2S96ZZ70YFPSK,9409,0,0,18
A2JPOXYZM5AJZZ,9409,0,0,41
A1OIXGF4N7O93T,9409,0,0,5
A3RR85PK3AV9TU,9409,0,0,5
A2FUMA4UR6S920,9409,0,0,5
A2AWDYE8TVVZMV,9409,0,0,4
A3TVDFJ22T1FFN,9409,0,0,32
AHZJB4VTLFCJ6,9409,0,0,207
A36SM7QM8OK3H6,9409,0,0,12
AOAZMLP27GD81,9409,0,0,47
A2C7UETA9SL9SK,9409,0,0,4
A3O81LHBBI8NPK,3854,1,1,15
A1TEQTP52NS7D1,3854,1,1,8
A2AWDYE8TVVZMV,3854,1,1,6
A3FHFGC3V9B3OJ,3854,1,1,7
A15HVZVDQAD0UJ,3854,1,1,8
AQORJW4W8U9YU,3854,1,1,11
AOAZMLP27GD81,3854,1,1,52
AF9OA6LYG27BX,3854,1,1,6
A34WGHYYMQWJF0,3854,1,1,6
A2Q0G9Q633CN04,3854,1,1,16
AW7J1S3K29XOA,3854,1,1,8
A3PIAHR6PGXZNT,3854,1,1,6
AQRI1E9W5268O,3854,1,1,6
ASS4LIVDW452F,3854,1,1,4
AANKP2NELIU8L,3854,1,1,4
A2V3P1XE33NYC3,3854,1,1,5
A3RR85PK3AV9TU,3854,1,1,4
ADMTRXEG43HU0,3854,1,1,8
A3NSX46VYD9J49,3854,1,1,19
A3K43RI91Y567E,3854,1,1,73
A2C57JVPIOH7F2,3861,1,1,7
A2S96ZZ70YFPSK,3861,1,1,406
ASS4LIVDW452F,3861,1,1,20
A2JUIW09ZP5KFS,3861,1,1,10
A2GR1NO60FBJ2,3861,1,1,9
A32H5INU9CYMCI,3861,1,1,11
A2QYPEWPAGGKLQ,3861,1,1,7
AQRI1E9W5268O,3861,1,1,5
ADMTRXEG43HU0,3861,1,1,6
A2AWDYE8TVVZMV,3861,1,1,5
A1UUNYHX3M8O3O,3861,1,1,860
A19BMRBO5UAD6H,3861,1,1,5
A2JPOXYZM5AJZZ,3861,1,1,57
A26CQZGNV3GJXS,3861,1,1,191
ADPH5QAINZCR4,3861,1,1,8
ACCXC5V05C9R9,3861,1,1,7
A2Q0G9Q633CN04,3861,1,1,4
ALQPGVQZEZSUE,3861,1,1,191
AW7J1S3K29XOA,3861,1,1,7
A24LUXW1DB1QI5,3861,1,1,8
A2FUMA4UR6S920,3863,1,1,5
A32H5INU9CYMCI,3863,1,1,7
A2USD3XJ7TU9Y7,3863,1,1,7
AQRI1E9W5268O,3863,1,1,4
A2S96ZZ70YFPSK,3863,1,1,2875
ASS4LIVDW452F,3863,1,1,6
A3K43RI91Y567E,3863,1,1,5
A1OIXGF4N7O93T,3863,1,1,5
A15HVZVDQAD0UJ,3863,1,1,7
ACCXC5V05C9R9,3863,1,1,5
ADVKHM8P51FSQ,3863,1,1,4
AF9OA6LYG27BX,3863,1,1,5
A2V3P1XE33NYC3,3863,1,1,4
A166A2M31CW2C7,3863,1,1,9
ADMTRXEG43HU0,3863,1,1,7
A1FXXKSGZ7KVQI,3863,1,1,182
A2QYPEWPAGGKLQ,3863,1,1,7
A1NK6UXWXKFMC7,3863,1,1,4
A2JPOXYZM5AJZZ,3863,1,1,99
A2QAIIROYI52KO,3863,1,1,70
A3FHFGC3V9B3OJ,3864,1,1,19
AYXIDCIGUA037,3864,1,1,8
A1NK6UXWXKFMC7,3864,1,1,6
A2QYPEWPAGGKLQ,3864,1,1,18
A2TR0BG1WR2KJB,3864,1,1,31
ALQPGVQZEZSUE,3864,1,1,185
A1OIXGF4N7O93T,3864,1,1,9
A11VJ9HVZPID81,3864,1,1,17
A3O81LHBBI8NPK,3864,0,1,26
A2JPOXYZM5AJZZ,3864,1,1,16
ACCXC5V05C9R9,3864,1,1,12
A2ALWT2BUSXD83,3864,1,1,5
A3PAKT8TH3N2ZZ,3864,1,1,14
AQRI1E9W5268O,3864,1,1,4
A24LUXW1DB1QI5,3864,1,1,10
A2QAIIROYI52KO,3864,0,1,25
A3D9L5CQXK1YJL,3864,0,1,5
A9KPCMO1J1LQF,3864,1,1,5
A3PM8L29POUPBQ,3864,0,1,5
A23VQ6YY9YM32S,3864,1,1,14
AHZJB4VTLFCJ6,3865,1,1,249
A1OIXGF4N7O93T,3865,1,1,9
A9KPCMO1J1LQF,3865,1,1,8
A87D3K9YVKTQ7,3865,1,1,14
ACVEFRSUAPSEQ,3865,1,1,6
A1YQPOF381ZJRW,3865,1,1,3
A3K43RI91Y567E,3865,1,1,9
AOQ7MU1GAI5X1,3865,1,1,20
A3FHFGC3V9B3OJ,3865,1,1,10
AR2V2N3U8JC96,3865,1,1,4
ADVKHM8P51FSQ,3865,1,1,6
A3NPYIGN1MP121,3865,1,1,13
A2AWDYE8TVVZMV,3865,1,1,9
A3PAKT8TH3N2ZZ,3865,1,1,16
A11VJ9HVZPID81,3865,1,1,10
A2S96ZZ70YFPSK,3865,1,1,487
A1UUNYHX3M8O3O,3865,1,1,278
AQRI1E9W5268O,3865,1,1,5
A3O81LHBBI8NPK,3865,1,1,32
A1FXXKSGZ7KVQI,3865,1,1,119
A3P2LT53J1GUBG,3882,1,1,16
AR2V2N3U8JC96,3882,1,1,16
A36SM7QM8OK3H6,3882,1,1,24
A166A2M31CW2C7,3882,1,1,16
A1OIXGF4N7O93T,3882,1,1,16
ADVKHM8P51FSQ,3882,1,1,10
A26CQZGNV3GJXS,3882,1,1,239
AQRI1E9W5268O,3882,1,1,7
A36470UBRH28GO,3882,1,1,43
A3FHFGC3V9B3OJ,3882,1,1,12
A1NK6UXWXKFMC7,3882,1,1,24
A3PM8L29POUPBQ,3882,1,1,5
A2USD3XJ7TU9Y7,3882,1,1,7
A2V3P1XE33NYC3,3882,1,1,13
ADPH5QAINZCR4,3882,1,1,15
A1FXXKSGZ7KVQI,3882,1,1,70
ASRI4XGCPE999,3882,0,1,38
A82BT104GBNC,3882,1,1,80
A9KPCMO1J1LQF,3882,1,1,206
AHZJB4VTLFCJ6,3882,1,1,87
A2DTELFC4X0QJQ,3907,1,1,40
A1OIXGF4N7O93T,3907,1,1,10
A15HVZVDQAD0UJ,3907,1,1,37
AANKP2NELIU8L,3907,1,1,9
AHZJB4VTLFCJ6,3907,0,1,196
A2AGDF3VY0L1QP,3907,1,1,3
AQRI1E9W5268O,3907,1,1,4
A2AWDYE8TVVZMV,3907,1,1,7
A2XC4HFAFB1FRP,3907,1,1,18
A2JPOXYZM5AJZZ,3907,1,1,29
AF9OA6LYG27BX,3907,1,1,6
A2GR1NO60FBJ2,3907,1,1,16
AOQ7MU1GAI5X1,3907,0,1,18
ADMTRXEG43HU0,3907,1,1,9
A2CHE0DIBI76UU,3907,1,1,98
A1LZWU72K42V92,3907,0,1,227
A1V6P1ZE6Q8YEW,3907,1,1,456
A1WY3YGT618GC0,3907,1,1,10
A2V3P1XE33NYC3,3907,1,1,5
A36SM7QM8OK3H6,3907,1,1,5
A3O81LHBBI8NPK,3928,1,1,13
A1NK6UXWXKFMC7,3928,1,1,6
AQRI1E9W5268O,3928,1,1,4
A26CQZGNV3GJXS,3928,1,1,302
A2V3P1XE33NYC3,3928,1,1,5
A36470UBRH28GO,3928,1,1,8
A3TVDFJ22T1FFN,3928,0,1,26
A1QK90OHMNVT6N,3928,1,1,7
A19BMRBO5UAD6H,3928,1,1,11
A15HVZVDQAD0UJ,3928,1,1,49
AR2V2N3U8JC96,3928,0,1,4
ASRI4XGCPE999,3928,1,1,10
A2Q0G9Q633CN04,3928,1,1,6
AF9OA6LYG27BX,3928,1,1,8
ALQPGVQZEZSUE,3928,1,1,109
A166A2M31CW2C7,3928,1,1,7
A1TEQTP52NS7D1,3928,1,1,8
A2S96ZZ70YFPSK,3928,1,1,452
A3PIAHR6PGXZNT,3928,1,1,13
A2RMJNF6IPI42F,3928,1,1,7
A1Z048705962W6,3944,0,1,5
ACCXC5V05C9R9,3944,0,1,9
A2USD3XJ7TU9Y7,3944,0,1,6
AHZJB4VTLFCJ6,3944,0,1,249
A24LUXW1DB1QI5,3944,0,1,11
A35DS4T8H1MWYD,3944,1,1,6
ADMTRXEG43HU0,3944,0,1,10
A2C7UETA9SL9SK,3944,0,1,6
A2V3P1XE33NYC3,3944,0,1,11
ASS4LIVDW452F,3944,0,1,5
AMUL16N6WKIRI,3944,1,1,21
A2JPOXYZM5AJZZ,3944,1,1,11
A2S96ZZ70YFPSK,3944,0,1,509
A15HVZVDQAD0UJ,3944,0,1,8
A1FXXKSGZ7KVQI,3944,1,1,161
A3TVDFJ22T1FFN,3944,1,1,38
AANKP2NELIU8L,3944,0,1,7
A2QYPEWPAGGKLQ,3944,0,1,12
AF9OA6LYG27BX,3944,0,1,8
A2QAIIROYI52KO,3944,0,1,133
A2RMJNF6IPI42F,3946,1,1,5
A25COC9WM9XVME,3946,1,1,7
ASS4LIVDW452F,3946,1,1,6
A15HVZVDQAD0UJ,3946,1,1,9
ACVEFRSUAPSEQ,3946,1,1,13
A2USD3XJ7TU9Y7,3946,1,1,5
AF9OA6LYG27BX,3946,0,1,3
A11VJ9HVZPID81,3946,1,1,7
AQORJW4W8U9YU,3946,1,1,12
AMUL16N6WKIRI,3946,1,1,7
AJPQEZBVJXVE9,3946,1,1,7
A1V6P1ZE6Q8YEW,3946,1,1,992
AQRI1E9W5268O,3946,1,1,5
A3PM8L29POUPBQ,3946,1,1,3
A32H5INU9CYMCI,3946,1,1,9
A3NPYIGN1MP121,3946,1,1,8
A36SM7QM8OK3H6,3946,1,1,9
AR2V2N3U8JC96,3946,1,1,8
A2V3P1XE33NYC3,3946,1,1,5
A2AWDYE8TVVZMV,3946,1,1,7
ASRI4XGCPE999,3951,0,1,29
A2Q0G9Q633CN04,3951,0,1,11
AD5IKFAK8KN4P,3951,0,1,9
A2FBT0BSFOV91D,3951,0,1,25
A1KGCOR8OXYR72,3951,1,1,13
A17F6LB4PVB0Z6,3951,1,1,13
AF9OA6LYG27BX,3951,1,1,4
ADPH5QAINZCR4,3951,1,1,59
A1Z048705962W6,3951,1,1,7
A2QAIIROYI52KO,3951,1,1,248
A1YQPOF381ZJRW,3951,1,1,4
A3O81LHBBI8NPK,3951,1,1,11
A23VQ6YY9YM32S,3951,1,1,10
AQRI1E9W5268O,3951,1,1,3
A1NK6UXWXKFMC7,3951,1,1,320
A15HVZVDQAD0UJ,3951,1,1,12
A2V3P1XE33NYC3,3951,1,1,4
A11VJ9HVZPID81,3951,1,1,11
A2USD3XJ7TU9Y7,3951,1,1,9
A1FXXKSGZ7KVQI,3951,1,1,36
A2RMJNF6IPI42F,8855,0,0,3
A3DY78Q4FCWTXX,8855,0,0,6
AF9OA6LYG27BX,8855,0,0,4
A2V3P1XE33NYC3,8855,0,0,2
A1Z048705962W6,8855,0,0,18
A23VQ6YY9YM32S,8855,0,0,5
A15HVZVDQAD0UJ,8855,0,0,9
A3PM8L29POUPBQ,8855,0,0,3
A1UUNYHX3M8O3O,8855,1,0,206
AR2V2N3U8JC96,8855,1,0,5
A1LZWU72K42V92,8855,0,0,1738
A3O81LHBBI8NPK,8855,1,0,10
A2XC4HFAFB1FRP,8855,0,0,15
A2C7UETA9SL9SK,8855,0,0,5
A3FHFGC3V9B3OJ,8855,0,0,5
A2QYPEWPAGGKLQ,8855,0,0,12
A2JPOXYZM5AJZZ,8855,0,0,15
A2AWDYE8TVVZMV,8855,0,0,7
A1OIXGF4N7O93T,8855,0,0,6
A166A2M31CW2C7,8855,0,0,168
A3PM8L29POUPBQ,3990,1,1,4
A3K43RI91Y567E,3990,1,1,12
A2QAIIROYI52KO,3990,1,1,125
A1FXXKSGZ7KVQI,3990,1,1,49
A3TVDFJ22T1FFN,3990,1,1,30
A2C57JVPIOH7F2,3990,0,1,8
AD5IKFAK8KN4P,3990,1,1,15
A36470UBRH28GO,3990,1,1,7
A2AWDYE8TVVZMV,3990,1,1,7
AQRI1E9W5268O,3990,1,1,6
A3PRX6CU0P34NE,3990,1,1,112
A1UUNYHX3M8O3O,3990,1,1,170
A2CWJRAEFZ44HU,3990,1,1,9
A9KPCMO1J1LQF,3990,1,1,195
A1V6P1ZE6Q8YEW,3990,1,1,999
