,uid,topic_item,rankings,labelstr
2,11,11,"[ 414  507  949  238  828  841  399 1074  536  919  219  101 1182  529
   87 1112  437  447 1193  458 1177  885  231  436  149]","[ 414  507  949  238  828  841  399 1074  536  919  219  101 1182  529
   87 1112  437  447 1193  458 1177  885  231  436  149]"
3,11,13,"[ 757  107  683  233  852  678  599   77  775 1063  128  317  771  986
  423  348  589  585  592  853  776  438  677  556  710]","[ 757  107  683  233  852  678  599   77  775 1063  128  317  771  986
  423  348  589  585  592  853  776  438  677  556  710]"
4,11,15,"[ 765  187  794 1148 1105 1173  961   44  549 1163 1142 1146  397 1152
  940 1143  332 1124 1088  864 1189  816 1149  268 1160]","[ 765  187  794 1148 1105 1173  961   44  549 1163 1142 1146  397 1152
  940 1143  332 1124 1088  864 1189  816 1149  268 1160]"
5,11,17,"[ 631  404  698  811  229  411  988  761  422  155  713 1187  756  395
 1192 1195  920  633  498   84  990 1161  877 1117  500]","[ 631  404  698  811  229  411  988  761  422  155  713 1187  756  395
 1192 1195  920  633  498   84  990 1161  877 1117  500]"
6,11,31,"[1193  828    7  101  238  270  723  930  548  388  507 1182  437 1112
   93  266  436 1031  414 1041  809  146  913  536  149]","[1193  828    7  101  238  270  723  930  548  388  507 1182  437 1112
   93  266  436 1031  414 1041  809  146  913  536  149]"
7,11,39,"[1139  818  704  703  724  742  767  503 1062  706  708  213  790  117
 1164 1095  925  833  122  799  838  782  715  591  941]","[1139  818  704  703  724  742  767  503 1062  706  708  213  790  117
 1164 1095  925  833  122  799  838  782  715  591  941]"
8,11,45,"[ 564  578  282  646  502  537  643  644 1022  651  640  647  350  325
 1069  656  637  581  731 1034  645  569  177  635  166]","[ 564  578  282  646  502  537  643  644 1022  651  640  647  350  325
 1069  656  637  581  731 1034  645  569  177  635  166]"
9,11,50,"[ 202  916  205  601  401  313 1104   64  955   81  113 1108  898  626
  428  871  358  630  478  153  516  597  505  596  308]","[ 202  916  205  601  401  313 1104   64  955   81  113 1108  898  626
  428  871  358  630  478  153  516  597  505  596  308]"
10,11,55,"[1047  172 1094 1107  419   25  770  412   48 1061  628   90  446 1046
 1103  340  759   21  956  965  296 1049  491    9  758]","[1047  172 1094 1107  419   25  770  412   48 1061  628   90  446 1046
 1103  340  759   21  956  965  296 1049  491    9  758]"
11,11,58,"[ 531  462  931  299  870 1178  322  120  191  211  163  250  896  256
  840  554  197  188  540  261  376  848 1122  984  277]","[ 531  462  931  299  870 1178  322  120  191  211  163  250  896  256
  840  554  197  188  540  261  376  848 1122  984  277]"
12,11,64,"[ 211 1178  383  662  855  984  535  250  798  554  931  531  322  188
  616  191  197  114   50  120  668  462  848  870  792]","[ 211 1178  383  662  855  984  535  250  798  554  931  531  322  188
  616  191  197  114   50  120  668  462  848  870  792]"
13,11,65,"[ 906  908  347 1066  912  255  977 1083 1086 1080 1060  904 1071  185
 1079  355  996  980 1076  176 1137 1085  252  429  972]","[ 906  908  347 1066  912  255  977 1083 1086 1080 1060  904 1071  185
 1079  355  996  980 1076  176 1137 1085  252  429  972]"
14,11,69,"[ 972 1070 1071  908  252  442  821 1084  858 1081  575 1080  352 1060
  185  415  355  977  611  287  118 1082 1137  555 1075]","[ 972 1070 1071  908  252  442  821 1084  858 1081  575 1080  352 1060
  185  415  355  977  611  287  118 1082 1137  555 1075]"
15,11,71,"[ 289  119  272  512 1141  847 1033  676  796 1100  944  373  244  772
 1099  672  671  374  875  241  545  370   89  154  897]","[ 289  119  272  512 1141  847 1033  676  796 1100  944  373  244  772
 1099  672  671  374  875  241  545  370   89  154  897]"
16,11,81,"[ 619  806  780 1126  472  337  361 1015  251  615  789  443  364 1167
  860  157 1027  533  362  471  324  712 1133 1026  150]","[ 619  806  780 1126  472  337  361 1015  251  615  789  443  364 1167
  860  157 1027  533  362  471  324  712 1133 1026  150]"
17,11,82,"[ 936   20  682  937 1025  473 1043 1044  720  201  474  764  684  733
  553  711  275  295  200 1194  204  403 1004  293  482]","[ 936   20  682  937 1025  473 1043 1044  720  201  474  764  684  733
  553  711  275  295  200 1194  204  403 1004  293  482]"
18,11,83,"[1162 1038 1012  787  217  318  822  769 1156 1102 1188  139 1170  253
  774   97  141  276 1114  893 1010   10  532  752  137]","[1162 1038 1012  787  217  318  822  769 1156 1102 1188  139 1170  253
  774   97  141  276 1114  893 1010   10  532  752  137]"
19,11,93,"[ 656  635  563 1158  762  637  651  763  303  646  510  946  325  647
 1034  568  859 1035  579  636  569  329  291  581  927]","[ 656  635  563 1158  762  637  651  763  303  646  510  946  325  647
 1034  568  859 1035  579  636  569  329  291  581  927]"
0,12,4,"[1098  150 1015 1167 1133 1166 1027 1026 1037 1157   68  337  361  789
  339  712  359  196  362  741  929  226  702  387 1168]","[1098  150 1015 1167 1133 1166 1027 1026 1037 1157   68  337  361  789
  339  712  359  196  362  741  929  226  702  387 1168]"
1,12,13,"[ 683  852  107  128  233  986  757 1063  678  599  592  776  423  771
  853  589  317  775  585   77  605  556  348  677  710]","[ 683  852  107  128  233  986  757 1063  678  599  592  776  423  771
  853  589  317  775  585   77  605  556  348  677  710]"
2,12,15,"[ 765  187 1148 1173  549  397 1124  794 1163  332 1105 1143  961 1160
 1147  940 1146  653 1152 1151 1142  816 1149 1189  268]","[ 765  187 1148 1173  549  397 1124  794 1163  332 1105 1143  961 1160
 1147  940 1146  653 1152 1151 1142  816 1149 1189  268]"
3,12,19,"[ 767  122 1164  833  506  117  629 1013  742  591  708  709  121  715
  784  732  724 1139  790  125  706  503  707  705  925]","[ 767  122 1164  833  506  117  629 1013  742  591  708  709  121  715
  784  732  724 1139  790  125  706  503  707  705  925]"
4,12,20,"[ 347  356 1070  908  980  185  248  184 1137  252  977  858  118  555
  352  355  912  123  611 1075 1084  287 1076 1086 1082]","[ 347  356 1070  908  980  185  248  184 1137  252  977  858  118  555
  352  355  912  123  611 1075 1084  287 1076 1086 1082]"
5,12,21,"[190 465 627 760  95 269 323 729 915 995 735 263 260  43 999 693 967 861
 699 700 718 228 963 746 111]","[190 465 627 760  95 269 323 729 915 995 735 263 260  43 999 693 967 861
 699 700 718 228 963 746 111]"
6,12,24,"[ 484  285  513  469 1011 1132  243  951 1050  617  279 1042  851  777
  600  945 1136  311 1048  292  621  964   60 1135   39]","[ 484  285  513  469 1011 1132  243  951 1050  617  279 1042  851  777
  600  945 1136  311 1048  292  621  964   60 1135   39]"
7,12,27,"[ 824  354 1072  844  481  659  133  974  385  785  975  440  158  976
  842  210  739  854  969  487  814 1109 1111  421  923]","[ 824  354 1072  844  481  659  133  974  385  785  975  440  158  976
  842  210  739  854  969  487  814 1109 1111  421  923]"
8,12,28,"[ 855  903  380  798  277  668  870 1064  386  560  191  235  848  839
  211 1122  299  250  792  535  376  114  462  197  383]","[ 855  903  380  798  277  668  870 1064  386  560  191  235  848  839
  211 1122  299  250  792  535  376  114  462  197  383]"
9,12,29,"[ 250  798  211 1178  535  120  380  662  242  839  322  188  616  870
  235  554  668  232  855  163 1122  896  903  531  539]","[ 250  798  211 1178  535  120  380  662  242  839  322  188  616  870
  235  554  668  232  855  163 1122  896  903  531  539]"
10,12,30,"[ 133  824  220  481 1197  814  110  971  175  210  490  966 1109  968
  158  973  576  421  970  998 1111 1072  785  753 1000]","[ 133  824  220  481 1197  814  110  971  175  210  490  966 1109  968
  158  973  576  421  970  998 1111 1072  785  753 1000]"
11,12,39,"[ 503  122  649  703  799 1062  117 1139  709  784 1003 1165  742  782
  818  245  834  705  767  708 1021  836 1138  704  591]","[ 503  122  649  703  799 1062  117 1139  709  784 1003 1165  742  782
  818  245  834  705  767  708 1021  836 1138  704  591]"
12,12,45,"[ 578  640  325  731  517  644  656  563  581  643 1022  350  564  646
  565  778  303  637  537  647  166 1035  651  329  946]","[ 578  640  325  731  517  644  656  563  581  643 1022  350  564  646
  565  778  303  637  537  647  166 1035  651  329  946]"
13,12,48,"[ 467  468  894 1055  886 1032  881  878  889  161  168  445  167  367
   54  463  588  466  883   88  869  203  221  888  613]","[ 467  468  894 1055  886 1032  881  878  889  161  168  445  167  367
   54  463  588  466  883   88  869  203  221  888  613]"
14,12,57,"[ 204  474  293  477  275  553  682  295  843 1169   72  720  433  781
  911  473  692  936  934  684  817 1004   28  802  482]","[ 204  474  293  477  275  553  682  295  843 1169   72  720  433  781
  911  473  692  936  934  684  817 1004   28  802  482]"
15,12,62,"[ 603  673  433  641  204  474 1025 1043  764  477  936  937  295  201
  632 1194  911  935  711  692  934  553  686  682  681]","[ 603  673  433  641  204  474 1025 1043  764  477  936  937  295  201
  632 1194  911  935  711  692  934  553  686  682  681]"
16,12,66,"[ 414  238 1155  949  297  841  138   70  266 1031  828  239 1112  436
  919    0  231  146  930  721    7  566 1074  723  529]","[ 414  238 1155  949  297  841  138   70  266 1031  828  239 1112  436
  919    0  231  146  930  721    7  566 1074  723  529]"
17,12,82,"[ 473  936  201 1194  681  275  934  403  781  764  817 1004  433  686
 1025  692  200  632   72  843  553  733  638  673  937]","[ 473  936  201 1194  681  275  934  403  781  764  817 1004  433  686
 1025  692  200  632   72  843  553  733  638  673  937]"
18,12,85,"[ 984  322  120 1122  261  462  194  188  931  560  250  380 1178  616
   50  163  114  792  903  798  197  668  856  383  211]","[ 984  322  120 1122  261  462  194  188  931  560  250  380 1178  616
   50  163  114  792  903  798  197  668  856  383  211]"
19,12,91,"[ 166  303  643  282  587  656  646  517  510  578  946 1035  731  647
  350  645  581  537  565  636  762  634  177  927  571]","[ 166  303  643  282  587  656  646  517  510  578  946 1035  731  647
  350  645  581  537  565  636  762  634  177  927  571]"
0,13,0,"[  40  192   37  520   34  208  384  690   53 1179  209   29   31  207
 1175 1180  396  424  736   16  178  249   62  389  546]","[  40  192   37  520   34  208  384  690   53 1179  209   29   31  207
 1175 1180  396  424  736   16  178  249   62  389  546]"
1,13,1,"[ 502  644  646  166 1069  537  561  640  645  634  778  325  578  635
  657  563  291  643  656  581  651  636  511  568  510]","[ 502  644  646  166 1069  537  561  640  645  634  778  325  578  635
  657  563  291  643  656  581  651  636  511  568  510]"
2,13,2,"[ 694  420  234  801  985  993  144  464  103 1097  991 1093  804    8
  939   58  994 1056 1051  665  987  933  808  280   75]","[ 694  420  234  801  985  993  144  464  103 1097  991 1093  804    8
  939   58  994 1056 1051  665  987  933  808  280   75]"
3,13,4,"[1098 1167  150  361 1015 1133  337   68 1026 1027 1157 1037  789  929
  196  339  362  741 1166  359  226  712  702  387  364]","[1098 1167  150  361 1015 1133  337   68 1026 1027 1157 1037  789  929
  196  339  362  741 1166  359  226  712  702  387  364]"
4,13,9,"[ 312 1092 1068 1029   63   13   74  432  909  664  461  570  391  378
   65  183 1121  326  825 1145  922  928  541  827 1016]","[ 312 1092 1068 1029   63   13   74  432  909  664  461  570  391  378
   65  183 1121  326  825 1145  922  928  541  827 1016]"
5,13,13,"[ 107  757  128  585  986  317  599  852  683   77  233  775  348  609
 1063  771  592  607  589  710  104  677  338  678  438]","[ 107  757  128  585  986  317  599  852  683   77  233  775  348  609
 1063  771  592  607  589  710  104  677  338  678  438]"
6,13,24,"[ 513  279  484  285  617  469 1050 1132 1011  243  945  777 1136 1042
  964 1048  951  408 1120 1135   60  851  600  621  292]","[ 513  279  484  285  617  469 1050 1132 1011  243  945  777 1136 1042
  964 1048  951  408 1120 1135   60  851  600  621  292]"
7,13,30,"[ 824  481  133  923  958 1111 1197  490  220  785  210  814  970  110
  158  968  846 1199  966  971 1000  844  974  487 1119]","[ 824  481  133  923  958 1111 1197  490  220  785  210  814  970  110
  158  968  846 1199  966  971 1000  844  974  487 1119]"
8,13,41,"[ 582  786  272  847  666  247  580 1141  512  796  271  372  368  315
  294  583  671  373  289 1196  316 1019  193  374  366]","[ 582  786  272  847  666  247  580 1141  512  796  271  372  368  315
  294  583  671  373  289 1196  316 1019  193  374  366]"
9,13,49,"[ 437 1041  195  447 1031    7  436  885  566  723  507  231  101   70
   87  266  238 1112 1182  721  270  809  828  138   93]","[ 437 1041  195  447 1031    7  436  885  566  723  507  231  101   70
   87  266  238 1112 1182  721  270  809  828  138   93]"
10,13,50,"[ 505  205  401  309   64 1104  670  456  601  916  410  871  153   71
  630  199  478  308  509  398  151  428  626  240 1108]","[ 505  205  401  309   64 1104  670  456  601  916  410  871  153   71
  630  199  478  308  509  398  151  428  626  240 1108]"
11,13,56,"[ 466  886  445 1198  873  203 1125 1032  468  167  463  883   54  881
  236  222   88  749  168  879  286  888  164 1055  186]","[ 466  886  445 1198  873  203 1125 1032  468  167  463  883   54  881
  236  222   88  749  168  879  286  888  164 1055  186]"
12,13,64,"[1178  197  211  668  235  242  662  462  798  855   50 1122  535  560
  277  188  383  143  616  250  984  896  870  120  903]","[1178  197  211  668  235  242  662  462  798  855   50 1122  535  560
  277  188  383  143  616  250  984  896  870  120  903]"
13,13,67,"[ 810  741  615  341 1168  812  361  387  471  533 1036  251 1098 1186
 1059 1037  131  779  157  196 1027  860   68  806  443]","[ 810  741  615  341 1168  812  361  387  471  533 1036  251 1098 1186
 1059 1037  131  779  157  196 1027  860   68  806  443]"
14,13,69,"[ 252 1086  858  972  908  575 1060  255  611  382  977  287 1071 1070
 1131 1077  123 1085  185  442 1084  355 1079  904  184]","[ 252 1086  858  972  908  575 1060  255  611  382  977  287 1071 1070
 1131 1077  123 1085  185  442 1084  355 1079  904  184]"
15,13,72,"[  94   12  760  627  406  269   30  735   51  111  679  999  260  100
   61  281 1183  173  957  126  700  451  963  228  995]","[  94   12  760  627  406  269   30  735   51  111  679  999  260  100
   61  281 1183  173  957  126  700  451  963  228  995]"
16,13,74,"[ 109  518  612  755  819  667  283  815  863  826 1006  754  831 1113
  521  947  198  127  900   27  483 1130  918   55 1001]","[ 109  518  612  755  819  667  283  815  863  826 1006  754  831 1113
  521  947  198  127  900   27  483 1130  918   55 1001]"
17,13,81,"[ 812  157  361  860  702 1027 1037  789  533 1186  364  226  779 1098
  615  810  741  619  337  929 1168 1058  471  150  387]","[ 812  157  361  860  702 1027 1037  789  533 1186  364  226  779 1098
  615  810  741  619  337  929 1168 1058  471  150  387]"
18,13,83,"[1102  787  217  793 1188 1038  139 1156  140  773  206  318   82  722
 1012    6  486  230 1170 1162  532  439  893  774  752]","[1102  787  217  793 1188 1038  139 1156  140  773  206  318   82  722
 1012    6  486  230 1170 1162  532  439  893  774  752]"
19,13,99,"[ 232  931  539  261  616  896   50  383  380  250  120  552  531 1064
  535  856  386  163  798 1122  143  242  197  792  191]","[ 232  931  539  261  616  896   50  383  380  250  120  552  531 1064
  535  856  386  163  798 1122  143  242  197  792  191]"
0,14,1,"[ 502  644  646  166 1069  537  561  634  640  645  778  325  635  578
  657  563  656  581  643  291  651  636  510  568  511]","[ 502  644  646  166 1069  537  561  634  640  645  778  325  635  578
  657  563  656  581  643  291  651  636  510  568  511]"
1,14,2,"[ 694  420  234  801  985  144  993  464  103 1093  991 1097  804  939
    8  994   58 1051  933 1056  987  665   75  808  225]","[ 694  420  234  801  985  144  993  464  103 1093  991 1097  804  939
    8  994   58 1051  933 1056  987  665   75  808  225]"
2,14,5,"[ 300  829  136 1089  357  369  740  791  189  475  744   73  745  766
  680  625  867  427  542  112  302  962  891  115   23]","[ 300  829  136 1089  357  369  740  791  189  475  744   73  745  766
  680  625  867  427  542  112  302  962  891  115   23]"
3,14,9,"[1092 1068 1029  312  432   63   13   74  909  664  183  391  825 1016
  928 1145  461  570  541   86  378  142  493   65  326]","[1092 1068 1029  312  432   63   13   74  909  664  183  391  825 1016
  928 1145  461  570  541   86  378  142  493   65  326]"
4,14,10,"[ 655 1023  701  156  669  696   35  997 1009  557 1024  730  342  719
  590  174  830  165  527  526  594 1128  523   42  334]","[ 655 1023  701  156  669  696   35  997 1009  557 1024  730  342  719
  590  174  830  165  527  526  594 1128  523   42  334]"
5,14,17,"[ 631  811  404  411  229  988  698  756  155 1187  422  504  990  910
  761  713  498  920 1110 1191 1195  500 1161  948  960]","[ 631  811  404  411  229  988  698  756  155 1187  422  504  990  910
  761  713  498  920 1110 1191 1195  500 1161  948  960]"
6,14,32,"[ 341  362  615 1167   68  471 1036 1098 1133  226  741  196  324  929
  337 1059 1166 1027  702  339  884 1026  359  860  779]","[ 341  362  615 1167   68  471 1036 1098 1133  226  741  196  324  929
  337 1059 1166 1027  702  339  884 1026  359  860  779]"
7,14,47,"[ 207  480   34  288  396   31  218   18 1176  738 1175  982  618  728
   96   29  688   53  178  499  979   38 1180   45  208]","[ 207  480   34  288  396   31  218   18 1176  738 1175  982  618  728
   96   29  688   53  178  499  979   38 1180   45  208]"
8,14,49,"[1041  101  885  721   87  195 1155  723  809  360 1182    0 1031  536
  841  566  270  238  437  297  239  447  548   93  436]","[1041  101  885  721   87  195 1155  723  809  360 1182    0 1031  536
  841  566  270  238  437  297  239  447  548   93  436]"
9,14,56,"[ 466  748  573  468  869 1125  883  882  203  749  881  161  873  460
   88 1055  528  160  286  588  445  470  221  164  888]","[ 466  748  573  468  869 1125  883  882  203  749  881  161  873  460
   88 1055  528  160  286  588  445  470  221  164  888]"
10,14,64,"[ 211  560  870  120  197  668  855  114  840 1178  322  299  848  232
  798  554  531  188  261  250  191  277 1064  903  662]","[ 211  560  870  120  197  668  855  114  840 1178  322  299  848  232
  798  554  531  188  261  250  191  277 1064  903  662]"
11,14,65,"[1060 1137  429  972 1071 1084  248 1066  912  355 1080  876  255 1086
  176  555  123  442  382  980  415  287 1085  611 1087]","[1060 1137  429  972 1071 1084  248 1066  912  355 1080  876  255 1086
  176  555  123  442  382  980  415  287 1085  611 1087]"
12,14,67,"[ 364 1168  131 1026  359  157  810  471 1015 1186  812  387  226  361
  472   68  341  779 1059 1123  196  615 1037 1167  789]","[ 364 1168  131 1026  359  157  810  471 1015 1186  812  387  226  361
  472   68  341  779 1059 1123  196  615 1037 1167  789]"
13,14,70,"[  49  419  759  340  412  343   90   85  418 1046  803  574   17  296
 1028 1094   48   25  515  479 1073  770  628  758   21]","[  49  419  759  340  412  343   90   85  418 1046  803  574   17  296
 1028 1094   48   25  515  479 1073  770  628  758   21]"
14,14,72,"[  94  957  269  406  627  915  465  679  699   12  126   30  995  111
  861  228  714  307 1183  416  263  260  760   43  700]","[  94  957  269  406  627  915  465  679  699   12  126   30  995  111
  861  228  714  307 1183  416  263  260  760   43  700]"
15,14,80,"[ 255  123  176  118 1137  821 1077 1080  972 1066 1084  355  908 1086
  248  429 1082  347  442 1079  252 1085  184 1075  382]","[ 255  123  176  118 1137  821 1077 1080  972 1066 1084  355  908 1086
  248  429 1082  347  442 1079  252 1085  184 1075  382]"
16,14,84,"[ 347  355  356  185  858  906 1060 1086  352 1076 1081 1075  442 1137
 1087 1131 1079 1172  821 1082  977  908  287  575  415]","[ 347  355  356  185  858  906 1060 1086  352 1076 1081 1075  442 1137
 1087 1131 1079 1172  821 1082  977  908  287  575  415]"
17,14,86,"[  25   49  803  515 1028  419  943  426  258    9  628   85  956 1049
   17  340  479 1073  172 1118   14  343  491  412  965]","[  25   49  803  515 1028  419  943  426  258    9  628   85  956 1049
   17  340  479 1073  172 1118   14  343  491  412  965]"
18,14,87,"[ 274  363  877  920  229  435 1090 1192   92 1117  983  379  498  698
  990  550  921 1191  504  988  960  411 1187  606 1140]","[ 274  363  877  920  229  435 1090 1192   92 1117  983  379  498  698
  990  550  921 1191  504  988  960  411 1187  606 1140]"
19,14,93,"[ 571 1158  927  763  675  563  166  510  565  651  578  325  946  303
  569 1034  731  537 1022  859  778  517 1069  647  762]","[ 571 1158  927  763  675  563  166  510  565  651  578  325  946  303
  569 1034  731  537 1022  859  778  517 1069  647  762]"
0,15,2,"[ 694  420  234  801  985  993  144  464  103  991 1097 1093   58    8
  939  987 1051 1056  804  994  933  808  665  280   22]","[ 694  420  234  801  985  993  144  464  103  991 1097 1093   58    8
  939  987 1051 1056  804  994  933  808  665  280   22]"
1,15,17,"[ 631  229  988  411  811  404  155  713  698  948  504  395  920 1117
  500  756 1191 1110  498  761  960 1187  422  148  990]","[ 631  229  988  411  811  404  155  713  698  948  504  395  920 1117
  500  756 1191 1110  498  761  960 1187  422  148  990]"
2,15,25,"[ 760  180  100  915  746  699  281   30  111  173  228   61 1183  674
  729  718   12  298   11  273  129  995  627  190  451]","[ 760  180  100  915  746  699  281   30  111  173  228   61 1183  674
  729  718   12  298   11  273  129  995  627  190  451]"
3,15,35,"[ 536 1074   93  721 1041 1193  266  548  149  399   70  723  885 1112
  239  828  841  919  458  101  507  195 1182  146 1155]","[ 536 1074   93  721 1041 1193  266  548  149  399   70  723  885 1112
  239  828  841  919  458  101  507  195 1182  146 1155]"
4,15,36,"[1010  230 1170   82  106  893 1038  134  793    6  532  459 1012  304
  800 1156  130  787  774 1159   97  486   10  140  822]","[1010  230 1170   82  106  893 1038  134  793    6  532  459 1012  304
  800 1156  130  787  774 1159   97  486   10  140  822]"
5,15,43,"[ 489  441  658  557  527  590  696  701 1024  997 1128  334  719  849
  335   99   98  642  695 1009  321  830  156  768  523]","[ 489  441  658  557  527  590  696  701 1024  997 1128  334  719  849
  335   99   98  642  695 1009  321  830  156  768  523]"
6,15,48,"[ 367  588 1125  203  878  749  161  886  881  286  467  222  468  460
  889  879   54  221  167 1198  872 1014  470 1055  236]","[ 367  588 1125  203  878  749  161  886  881  286  467  222  468  460
  889  879   54  221  167 1198  872 1014  470 1055  236]"
7,15,50,"[ 401  199  509  514  871  212 1108  205  916  597   81  152  516  398
  586  313  308  601  456   71  626  181  567  524  505]","[ 401  199  509  514  871  212 1108  205  916  597   81  152  516  398
  586  313  308  601  456   71  626  181  567  524  505]"
8,15,51,"[444 317 585 610 608 677 450 538 757 107 852 853 449  83 678 710 605 609
 592 455 423 338 128 776 438]","[444 317 585 610 608 677 450 538 757 107 852 853 449  83 678 710 605 609
 592 455 423 338 128 776 438]"
9,15,58,"[ 840  870  931  261  856  462  256  120  848 1178  235  798  540  163
  554  383  191 1064  539  535  211  531  114  322   50]","[ 840  870  931  261  856  462  256  120  848 1178  235  798  540  163
  554  383  191 1064  539  535  211  531  114  322   50]"
10,15,70,"[ 515 1118  758   25  759 1096 1103   90  296 1073  687 1053 1094  392
  479   14 1046  770  426  343 1061  522    9  956  446]","[ 515 1118  758   25  759 1096 1103   90  296 1073  687 1053 1094  392
  479   14 1046  770  426  343 1061  522    9  956  446]"
11,15,71,"[1100  244  154  272 1099  623  847  262  676  875 1153  671  247 1033
  944  289  580  622  772  294 1019  374  193 1141  316]","[1100  244  154  272 1099  623  847  262  676  875 1153  671  247 1033
  944  289  580  622  772  294 1019  374  193 1141  316]"
12,15,77,"[ 588 1017 1014  880  460  873  236  528  872  167   54  445  882  889
  878  164  222 1198  573 1125 1055  881  470  286  466]","[ 588 1017 1014  880  460  873  236  528  872  167   54  445  882  889
  878  164  222 1198  573 1125 1055  881  470  286  466]"
13,15,81,"[1126  712  472  362  806 1167  812  157  779  884  337 1186 1133 1098
  533  619  471  929 1036  364 1058 1037  443  387  150]","[1126  712  472  362  806 1167  812  157  779  884  337 1186 1133 1098
  533  619  471  929 1036  364 1058 1037  443  387  150]"
14,15,85,"[ 870 1178   50  616  380  462  798  211  984  277 1122  242  535  376
  539  322  191  299 1064  942  931  386  848  197  143]","[ 870 1178   50  616  380  462  798  211  984  277 1122  242  535  376
  539  322  191  299 1064  942  931  386  848  197  143]"
15,15,86,"[ 343  965  371 1107  426   49  515  172 1028  943 1096  628  258   85
  803  296  759 1073  758    9 1101   17   21   48 1118]","[ 343  965  371 1107  426   49  515  172 1028  943 1096  628  258   85
  803  296  759 1073  758    9 1101   17   21   48 1118]"
16,15,94,"[ 302 1005  475   76  223  625   73  434 1007  393  562  680  829  215
  300  519  867  745   19  369   23  744  868 1174  598]","[ 302 1005  475   76  223  625   73  434 1007  393  562  680  829  215
  300  519  867  745   19  369   23  744  868 1174  598]"
17,15,95,"[ 521  483  306  815   27   41  737 1006  819  826  813  283  593  417
  319  109  448  667  754  501  198  899  918  924  689]","[ 521  483  306  815   27   41  737 1006  819  826  813  283  593  417
  319  109  448  667  754  501  198  899  918  924  689]"
18,15,96,"[880 167 881 528 888 221 883 463 886 470 236 872 748 889 203 887 286 878
 588 168 882 460  59 613 445]","[880 167 881 528 888 221 883 463 886 470 236 872 748 889 203 887 286 878
 588 168 882 460  59 613 445]"
19,15,97,"[ 540  462  383  386  376 1122  616  942 1064   50  188  250  163  143
  277  380  840  798  299  232  848  114  931  560  191]","[ 540  462  383  386  376 1122  616  942 1064   50  188  250  163  143
  277  380  840  798  299  232  848  114  931  560  191]"
0,16,4,"[1098 1015 1026 1133 1157 1167  789  361  150 1166 1037  337  359   68
 1027  339  362  196  741  712  157  702  387 1168  929]","[1098 1015 1026 1133 1157 1167  789  361  150 1166 1037  337  359   68
 1027  339  362  196  741  712  157  702  387 1168  929]"
1,16,5,"[1089  829  300  791  740  357  369  136  745  625  744  867   73  475
  766  542  189  962  302  680   23  891  112  427 1007]","[1089  829  300  791  740  357  369  136  745  625  744  867   73  475
  766  542  189  962  302  680   23  891  112  427 1007]"
2,16,10,"[1023  655  719  701  696  523  156  997  305  730  669  849  830  526
  334 1009   35  590 1024  321  182  768  557   47  346]","[1023  655  719  701  696  523  156  997  305  730  669  849  830  526
  334 1009   35  590 1024  321  182  768  557   47  346]"
3,16,13,"[ 757  107  986  599  317  128  852  683  710  678  233   77  589  677
  585  776  104  423  609 1063  853  607  605  771  556]","[ 757  107  986  599  317  128  852  683  710  678  233   77  589  677
  585  776  104  423  609 1063  853  607  605  771  556]"
4,16,17,"[ 631  411  811  229  698  404  155  498  983  988  713 1192  761  504
  422  948 1191  990  960  756 1117  877 1161  395  530]","[ 631  411  811  229  698  404  155  498  983  988  713 1192  761  504
  422  948 1191  990  960  756 1117  877 1161  395  530]"
5,16,22,"[ 232  250  462  383  114  840  839  942  322  539  662  535 1064 1122
  540  896  235  191  554  560  386  984  261  903  531]","[ 232  250  462  383  114  840  839  942  322  539  662  535 1064 1122
  540  896  235  191  554  560  386  984  261  903  531]"
6,16,27,"[ 385  354  440  824  659  844  421  753  650  832  210  966  175  110
  481  661 1199 1072 1181  923  814  842 1000  976  158]","[ 385  354  440  824  659  844  421  753  650  832  210  966  175  110
  481  661 1199 1072 1181  923  814  842 1000  976  158]"
7,16,34,"[1179  546   31 1180   34  208 1175  396  982  979 1176   18  384  389
  249   37   40  688  207  424  558  728  480  218   29]","[1179  546   31 1180   34  208 1175  396  982  979 1176   18  384  389
  249   37   40  688  207  424  558  728  480  218   29]"
8,16,35,"[ 536  529  723  447 1193   93  721  436 1074 1041  266  828    7  949
  930  885  458  238   87 1182  360  388  297  919  219]","[ 536  529  723  447 1193   93  721  436 1074 1041  266  828    7  949
  930  885  458  238   87 1182  360  388  297  919  219]"
9,16,39,"[ 925 1139  790  703  941  724  836  691  818  799  838  117  715  742
 1095  784 1003  503  833  122  704  213  708  706  648]","[ 925 1139  790  703  941  724  836  691  818  799  838  117  715  742
 1095  784 1003  503  833  122  704  213  708  706  648]"
10,16,47,"[ 738  209  618 1179  254  558  396  926 1175  982 1176  207  424   31
  288  218  192  546  453   26 1180  728   29   18  480]","[ 738  209  618 1179  254  558  396  926 1175  982 1176  207  424   31
  288  218  192  546  453   26 1180  728   29   18  480]"
11,16,50,"[ 199  516  626  601  202  871  313  428  205  401  456  410  240  586
   69  597  567  212  478  630  309 1108  955  398   66]","[ 199  516  626  601  202  871  313  428  205  401  456  410  240  586
   69  597  567  212  478  630  309 1108  955  398   66]"
12,16,61,"[ 260   95  307  263  273   11  718  100  729  699  173  451   24  416
  693  861  700  269  674   12 1183  406  111  126  915]","[ 260   95  307  263  273   11  718  100  729  699  173  451   24  416
  693  861  700  269  674   12 1183  406  111  126  915]"
