,uid,item,annotation,pred_uerr
974,142,26,"[([789.0, 427.0], [886.0, 630.0]), ([552.0, 446.0], [652.0, 617.0]), ([450.0, 447.0], [610.0, 662.0]), ([911.0, 391.0], [969.0, 621.0]), ([977.0, 393.0], [1024.0, 600.0])]",0.5714974699449229
975,188,26,"[([47.0, 407.0], [172.0, 705.0]), ([459.0, 445.0], [596.0, 658.0]), ([557.0, 450.0], [644.0, 618.0]), ([793.0, 430.0], [867.0, 633.0]), ([924.0, 397.0], [976.0, 621.0]), ([982.0, 375.0], [1024.0, 618.0])]",0.4365215603771364
976,48,26,"[([792.0, 430.0], [875.0, 633.0])]",0.7627147266557478
977,194,26,"[([47.0, 414.0], [169.0, 692.0]), ([434.0, 383.0], [485.0, 547.0]), ([457.0, 449.0], [591.0, 657.0]), ([557.0, 454.0], [640.0, 615.0]), ([792.0, 436.0], [875.0, 637.0]), ([930.0, 399.0], [975.0, 596.0]), ([980.0, 386.0], [1024.0, 599.0])]",0.5171094382017182
978,166,26,"[([46.0, 409.0], [129.0, 515.0]), ([789.0, 434.0], [865.0, 625.0]), ([906.0, 399.0], [959.0, 590.0]), ([982.0, 381.0], [1022.0, 612.0])]",0.4537553092633307
979,25,26,"[([450.0, 440.0], [596.0, 668.0]), ([570.0, 447.0], [638.0, 607.0]), ([794.0, 430.0], [891.0, 620.0]), ([909.0, 397.0], [978.0, 582.0]), ([978.0, 379.0], [1024.0, 627.0])]",0.5209295026340887
980,109,26,"[([455.0, 445.0], [590.0, 659.0]), ([560.0, 451.0], [640.0, 625.0]), ([790.0, 430.0], [875.0, 631.0]), ([927.0, 395.0], [963.0, 632.0]), ([981.0, 383.0], [1024.0, 603.0])]",0.5014294778371337
981,55,189,"[([604.0, 512.0], [870.0, 683.0]), ([769.0, 482.0], [833.0, 683.0]), ([842.0, 496.0], [962.0, 677.0]), ([704.0, 473.0], [747.0, 557.0]), ([139.0, 493.0], [293.0, 683.0]), ([235.0, 431.0], [296.0, 489.0])]",0.5842900102244426
982,48,189,"[([595.0, 489.0], [850.0, 679.0])]",0.7627147266557478
983,166,189,"[([602.0, 514.0], [838.0, 683.0]), ([113.0, 492.0], [302.0, 683.0]), ([519.0, 426.0], [594.0, 513.0]), ([597.0, 428.0], [635.0, 486.0]), ([523.0, 469.0], [591.0, 566.0]), ([276.0, 425.0], [337.0, 493.0]), ([222.0, 432.0], [276.0, 497.0])]",0.4537553092633307
984,169,189,"[([762.0, 481.0], [850.0, 644.0]), ([791.0, 499.0], [997.0, 681.0]), ([691.0, 452.0], [749.0, 501.0]), ([592.0, 412.0], [639.0, 473.0]), ([525.0, 416.0], [579.0, 450.0]), ([118.0, 474.0], [314.0, 683.0]), ([221.0, 422.0], [267.0, 487.0]), ([294.0, 418.0], [335.0, 478.0]), ([564.0, 477.0], [850.0, 683.0])]",0.6179430262964376
985,130,189,"[([542.0, 460.0], [578.0, 500.0]), ([605.0, 423.0], [633.0, 462.0]), ([764.0, 483.0], [818.0, 559.0]), ([649.0, 521.0], [790.0, 650.0]), ([837.0, 516.0], [954.0, 614.0])]",0.9178130586141409
986,142,189,"[([592.0, 486.0], [811.0, 683.0]), ([806.0, 500.0], [998.0, 683.0]), ([114.0, 485.0], [319.0, 683.0]), ([504.0, 452.0], [591.0, 645.0]), ([532.0, 464.0], [648.0, 682.0]), ([743.0, 476.0], [847.0, 650.0])]",0.5714974699449229
987,4,189,"[([626.0, 499.0], [819.0, 683.0]), ([754.0, 485.0], [847.0, 633.0]), ([800.0, 506.0], [1000.0, 683.0]), ([130.0, 492.0], [308.0, 678.0])]",0.48478157607303674
988,148,189,"[([569.0, 499.0], [848.0, 683.0]), ([736.0, 482.0], [864.0, 665.0])]",0.5961919685606857
989,37,189,"[([610.0, 503.0], [831.0, 683.0]), ([846.0, 513.0], [982.0, 671.0]), ([681.0, 465.0], [786.0, 663.0])]",0.6228501184628967
991,4,95,"[([540.0, 134.0], [807.0, 462.0]), ([684.0, 547.0], [813.0, 707.0]), ([543.0, 552.0], [676.0, 711.0]), ([409.0, 555.0], [543.0, 711.0])]",0.48478157607303674
992,37,95,"[([518.0, 126.0], [875.0, 598.0]), ([416.0, 547.0], [566.0, 749.0]), ([556.0, 539.0], [674.0, 708.0]), ([693.0, 529.0], [845.0, 706.0])]",0.6228501184628967
993,93,95,"[([571.0, 138.0], [815.0, 538.0]), ([689.0, 552.0], [816.0, 715.0]), ([547.0, 551.0], [680.0, 716.0]), ([412.0, 550.0], [533.0, 717.0])]",0.2559402713203045
995,80,95,"[([547.0, 139.0], [765.0, 413.0]), ([684.0, 554.0], [821.0, 711.0]), ([552.0, 553.0], [671.0, 714.0])]",0.5834149530105285
997,136,95,"[([578.0, 138.0], [820.0, 442.0]), ([691.0, 549.0], [821.0, 711.0]), ([548.0, 556.0], [675.0, 709.0]), ([411.0, 553.0], [543.0, 722.0])]",0.4887157543878963
998,48,95,"[([527.0, 152.0], [847.0, 555.0])]",0.7627147266557478
999,165,157,"[([66.0, 324.0], [228.0, 768.0]), ([190.0, 333.0], [340.0, 676.0]), ([676.0, 322.0], [759.0, 543.0]), ([555.0, 386.0], [741.0, 686.0]), ([277.0, 281.0], [334.0, 334.0]), ([339.0, 287.0], [364.0, 309.0]), ([323.0, 306.0], [365.0, 352.0]), ([378.0, 322.0], [428.0, 382.0]), ([430.0, 294.0], [489.0, 366.0]), ([520.0, 306.0], [543.0, 340.0]), ([485.0, 303.0], [551.0, 410.0]), ([596.0, 303.0], [632.0, 388.0]), ([63.0, 266.0], [91.0, 326.0]), ([93.0, 264.0], [128.0, 336.0]), ([11.0, 268.0], [83.0, 397.0]), ([0.0, 308.0], [61.0, 485.0])]",0.5950680753370615
1000,172,157,"[([204.0, 339.0], [330.0, 657.0]), ([66.0, 319.0], [204.0, 757.0]), ([134.0, 520.0], [534.0, 766.0]), ([670.0, 313.0], [768.0, 553.0]), ([552.0, 385.0], [752.0, 766.0]), ([310.0, 311.0], [376.0, 469.0]), ([420.0, 289.0], [482.0, 373.0])]",0.530944048242041
1001,169,157,"[([426.0, 285.0], [491.0, 350.0]), ([194.0, 319.0], [335.0, 643.0]), ([36.0, 330.0], [242.0, 763.0])]",0.6179430262964376
1002,37,157,"[([650.0, 308.0], [794.0, 539.0]), ([209.0, 351.0], [335.0, 630.0]), ([70.0, 351.0], [183.0, 692.0]), ([134.0, 499.0], [601.0, 768.0])]",0.6228501184628967
1003,142,157,"[([40.0, 302.0], [256.0, 768.0]), ([196.0, 333.0], [338.0, 675.0]), ([547.0, 362.0], [753.0, 598.0]), ([117.0, 508.0], [525.0, 768.0]), ([489.0, 301.0], [550.0, 418.0]), ([414.0, 285.0], [488.0, 387.0]), ([373.0, 312.0], [445.0, 401.0]), ([668.0, 316.0], [779.0, 535.0])]",0.5714974699449229
1004,55,157,"[([215.0, 339.0], [323.0, 642.0]), ([190.0, 522.0], [531.0, 768.0])]",0.5842900102244426
1005,48,157,"[([212.0, 338.0], [324.0, 662.0])]",0.7627147266557478
1006,163,157,"[([57.0, 322.0], [247.0, 756.0]), ([654.0, 315.0], [775.0, 631.0]), ([540.0, 368.0], [715.0, 627.0])]",0.5637417298245893
1007,173,157,"[([14.0, 266.0], [75.0, 344.0]), ([0.0, 317.0], [73.0, 672.0]), ([180.0, 300.0], [243.0, 414.0]), ([79.0, 332.0], [228.0, 765.0]), ([188.0, 331.0], [325.0, 662.0]), ([277.0, 277.0], [327.0, 344.0]), ([340.0, 287.0], [371.0, 336.0]), ([304.0, 311.0], [384.0, 487.0]), ([390.0, 321.0], [432.0, 390.0]), ([428.0, 292.0], [495.0, 374.0]), ([516.0, 304.0], [541.0, 327.0]), ([487.0, 292.0], [556.0, 412.0]), ([123.0, 498.0], [554.0, 766.0]), ([667.0, 327.0], [772.0, 544.0]), ([556.0, 388.0], [707.0, 540.0])]",0.6089346311171029
1008,48,62,"[([790.0, 413.0], [847.0, 614.0])]",0.7627147266557478
1009,163,62,"[([317.0, 439.0], [439.0, 682.0]), ([784.0, 408.0], [860.0, 618.0]), ([693.0, 421.0], [760.0, 594.0]), ([266.0, 423.0], [328.0, 592.0])]",0.5637417298245893
1010,25,62,"[([323.0, 443.0], [437.0, 682.0])]",0.5209295026340887
1011,37,62,"[([327.0, 445.0], [491.0, 682.0]), ([186.0, 414.0], [315.0, 682.0]), ([786.0, 410.0], [865.0, 631.0])]",0.6228501184628967
1012,172,62,"[([326.0, 448.0], [437.0, 678.0])]",0.530944048242041
1013,142,62,"[([330.0, 447.0], [440.0, 678.0]), ([166.0, 430.0], [307.0, 681.0]), ([695.0, 423.0], [768.0, 587.0]), ([777.0, 394.0], [860.0, 630.0])]",0.5714974699449229
1014,80,62,"[([318.0, 444.0], [434.0, 682.0]), ([268.0, 427.0], [320.0, 589.0]), ([700.0, 414.0], [760.0, 592.0])]",0.5834149530105285
1015,55,62,"[([327.0, 432.0], [466.0, 682.0]), ([195.0, 432.0], [296.0, 682.0]), ([256.0, 441.0], [326.0, 584.0]), ([789.0, 410.0], [867.0, 621.0])]",0.5842900102244426
1016,169,62,"[([316.0, 436.0], [449.0, 682.0]), ([685.0, 415.0], [726.0, 464.0]), ([259.0, 425.0], [345.0, 599.0])]",0.6179430262964376
1017,194,24,"[([923.0, 228.0], [960.0, 262.0]), ([838.0, 270.0], [956.0, 642.0]), ([779.0, 226.0], [1023.0, 685.0]), ([861.0, 222.0], [911.0, 265.0]), ([759.0, 275.0], [894.0, 687.0]), ([631.0, 238.0], [769.0, 657.0]), ([537.0, 263.0], [636.0, 625.0]), ([468.0, 273.0], [574.0, 687.0]), ([460.0, 250.0], [576.0, 427.0]), ([307.0, 249.0], [457.0, 686.0]), ([284.0, 248.0], [355.0, 352.0]), ([117.0, 262.0], [222.0, 687.0]), ([68.0, 267.0], [119.0, 347.0]), ([123.0, 270.0], [156.0, 317.0]), ([1.0, 282.0], [80.0, 687.0])]",0.5171094382017182
1018,163,24,"[([515.0, 253.0], [650.0, 643.0]), ([621.0, 230.0], [747.0, 577.0])]",0.5637417298245893
1019,122,24,"[([877.0, 258.0], [972.0, 618.0]), ([768.0, 230.0], [1024.0, 682.0]), ([843.0, 216.0], [936.0, 313.0]), ([770.0, 262.0], [881.0, 687.0]), ([645.0, 224.0], [750.0, 371.0]), ([536.0, 246.0], [650.0, 636.0]), ([467.0, 265.0], [572.0, 406.0]), ([471.0, 238.0], [599.0, 687.0]), ([277.0, 250.0], [372.0, 362.0]), ([307.0, 250.0], [460.0, 678.0]), ([120.0, 270.0], [229.0, 685.0]), ([65.0, 262.0], [136.0, 321.0]), ([4.0, 281.0], [112.0, 662.0])]",0.6073490394052661
1020,142,24,"[([275.0, 239.0], [358.0, 350.0]), ([294.0, 235.0], [470.0, 686.0]), ([51.0, 251.0], [138.0, 342.0]), ([114.0, 259.0], [231.0, 685.0]), ([451.0, 266.0], [596.0, 685.0]), ([536.0, 255.0], [643.0, 629.0]), ([621.0, 232.0], [770.0, 411.0]), ([748.0, 261.0], [897.0, 683.0]), ([773.0, 221.0], [1024.0, 687.0]), ([826.0, 213.0], [936.0, 394.0]), ([822.0, 250.0], [963.0, 641.0])]",0.5714974699449229
1021,55,24,"[([470.0, 258.0], [597.0, 687.0]), ([286.0, 228.0], [488.0, 687.0]), ([121.0, 254.0], [259.0, 669.0]), ([660.0, 228.0], [743.0, 565.0]), ([764.0, 264.0], [895.0, 680.0]), ([906.0, 241.0], [1021.0, 677.0])]",0.5842900102244426
1022,53,24,"[([70.0, 260.0], [148.0, 337.0]), ([2.0, 286.0], [85.0, 661.0]), ([290.0, 252.0], [368.0, 363.0]), ([112.0, 261.0], [224.0, 687.0]), ([302.0, 247.0], [463.0, 687.0]), ([457.0, 252.0], [573.0, 669.0]), ([540.0, 261.0], [638.0, 627.0]), ([465.0, 257.0], [590.0, 687.0]), ([666.0, 244.0], [769.0, 652.0]), ([826.0, 222.0], [912.0, 513.0]), ([920.0, 227.0], [960.0, 254.0]), ([801.0, 251.0], [849.0, 286.0]), ([754.0, 280.0], [895.0, 687.0]), ([837.0, 252.0], [958.0, 640.0]), ([766.0, 234.0], [1024.0, 687.0])]",0.543508735459504
1023,172,24,"[([113.0, 268.0], [227.0, 685.0]), ([309.0, 254.0], [455.0, 686.0]), ([471.0, 258.0], [582.0, 687.0]), ([764.0, 277.0], [896.0, 687.0]), ([853.0, 254.0], [955.0, 637.0]), ([777.0, 228.0], [1019.0, 685.0]), ([642.0, 236.0], [743.0, 399.0]), ([527.0, 260.0], [631.0, 625.0])]",0.530944048242041
1024,173,24,"[([69.0, 255.0], [134.0, 346.0]), ([115.0, 261.0], [230.0, 669.0]), ([1.0, 283.0], [96.0, 653.0]), ([284.0, 258.0], [358.0, 423.0]), ([284.0, 240.0], [471.0, 687.0]), ([462.0, 245.0], [579.0, 686.0]), ([471.0, 258.0], [593.0, 687.0]), ([539.0, 255.0], [635.0, 647.0]), ([653.0, 234.0], [760.0, 685.0]), ([751.0, 266.0], [907.0, 687.0]), ([866.0, 247.0], [982.0, 666.0]), ([848.0, 217.0], [946.0, 595.0]), ([913.0, 221.0], [970.0, 269.0]), ([798.0, 248.0], [858.0, 283.0]), ([776.0, 223.0], [1022.0, 687.0])]",0.6089346311171029
1025,48,24,"[([470.0, 262.0], [590.0, 687.0])]",0.7627147266557478
1026,109,172,"[([884.0, 261.0], [1024.0, 581.0]), ([950.0, 540.0], [1024.0, 679.0]), ([571.0, 224.0], [703.0, 680.0]), ([686.0, 234.0], [813.0, 549.0]), ([391.0, 236.0], [590.0, 680.0]), ([396.0, 220.0], [493.0, 407.0]), ([218.0, 227.0], [348.0, 622.0]), ([319.0, 276.0], [434.0, 617.0]), ([648.0, 177.0], [714.0, 227.0])]",0.5014294778371337
1027,172,172,"[([215.0, 235.0], [368.0, 624.0]), ([297.0, 275.0], [451.0, 642.0]), ([378.0, 205.0], [490.0, 403.0]), ([410.0, 231.0], [619.0, 672.0]), ([554.0, 231.0], [704.0, 681.0]), ([680.0, 235.0], [823.0, 560.0]), ([892.0, 261.0], [1023.0, 626.0])]",0.530944048242041
1028,62,172,"[([229.0, 217.0], [345.0, 595.0]), ([396.0, 220.0], [452.0, 309.0]), ([348.0, 276.0], [415.0, 595.0]), ([418.0, 239.0], [574.0, 644.0]), ([581.0, 227.0], [709.0, 668.0]), ([709.0, 230.0], [816.0, 539.0]), ([899.0, 263.0], [1024.0, 543.0])]",0.798723146807157
1029,53,172,"[([651.0, 179.0], [733.0, 293.0]), ([680.0, 236.0], [814.0, 541.0]), ([886.0, 233.0], [959.0, 355.0]), ([880.0, 265.0], [1024.0, 681.0]), ([952.0, 541.0], [1022.0, 681.0]), ([656.0, 541.0], [898.0, 681.0]), ([569.0, 228.0], [704.0, 681.0]), ([394.0, 236.0], [594.0, 681.0]), ([400.0, 224.0], [489.0, 379.0]), ([314.0, 275.0], [452.0, 622.0]), ([214.0, 231.0], [363.0, 620.0]), ([0.0, 389.0], [75.0, 662.0])]",0.543508735459504
1030,169,172,"[([197.0, 205.0], [358.0, 635.0]), ([322.0, 277.0], [455.0, 636.0]), ([374.0, 202.0], [472.0, 291.0]), ([381.0, 214.0], [609.0, 681.0]), ([656.0, 207.0], [707.0, 251.0]), ([689.0, 225.0], [810.0, 550.0]), ([871.0, 242.0], [1024.0, 557.0]), ([559.0, 226.0], [707.0, 675.0])]",0.6179430262964376
1031,163,172,"[([229.0, 223.0], [345.0, 630.0]), ([310.0, 271.0], [438.0, 627.0]), ([403.0, 223.0], [588.0, 661.0]), ([379.0, 222.0], [514.0, 630.0]), ([541.0, 222.0], [709.0, 681.0]), ([884.0, 241.0], [1021.0, 671.0]), ([703.0, 222.0], [805.0, 635.0])]",0.5637417298245893
1032,15,172,"[([219.0, 230.0], [357.0, 621.0]), ([313.0, 274.0], [433.0, 620.0]), ([397.0, 222.0], [489.0, 408.0]), ([393.0, 234.0], [590.0, 680.0]), ([564.0, 225.0], [701.0, 677.0]), ([652.0, 178.0], [731.0, 292.0]), ([691.0, 231.0], [812.0, 538.0]), ([887.0, 263.0], [1024.0, 677.0]), ([950.0, 539.0], [1024.0, 681.0]), ([657.0, 536.0], [897.0, 681.0])]",0.4837941475922862
1033,55,172,"[([429.0, 236.0], [610.0, 680.0]), ([182.0, 220.0], [345.0, 598.0]), ([370.0, 202.0], [516.0, 650.0]), ([284.0, 260.0], [448.0, 637.0]), ([695.0, 239.0], [809.0, 540.0]), ([560.0, 199.0], [703.0, 647.0]), ([885.0, 258.0], [1024.0, 633.0])]",0.5842900102244426
1034,48,172,"[([245.0, 227.0], [372.0, 623.0])]",0.7627147266557478
1035,4,58,"[([206.0, 326.0], [535.0, 553.0]), ([487.0, 356.0], [654.0, 629.0]), ([635.0, 377.0], [808.0, 679.0])]",0.48478157607303674
1036,163,58,"[([279.0, 0.0], [576.0, 584.0])]",0.5637417298245893
1037,123,58,"[([622.0, 388.0], [855.0, 683.0]), ([486.0, 336.0], [666.0, 645.0]), ([217.0, 316.0], [531.0, 540.0]), ([299.0, 2.0], [584.0, 582.0]), ([10.0, 0.0], [239.0, 444.0])]",0.35775340551557894
1038,48,58,"[([285.0, 34.0], [539.0, 551.0])]",0.7627147266557478
1039,37,58,"[([286.0, 35.0], [588.0, 620.0])]",0.6228501184628967
1040,169,58,"[([300.0, 10.0], [592.0, 607.0]), ([199.0, 369.0], [407.0, 549.0]), ([624.0, 356.0], [849.0, 683.0]), ([484.0, 341.0], [678.0, 634.0])]",0.6179430262964376
1041,25,58,"[([457.0, 313.0], [679.0, 633.0]), ([622.0, 378.0], [851.0, 676.0]), ([317.0, 32.0], [589.0, 513.0]), ([193.0, 324.0], [559.0, 558.0]), ([20.0, 3.0], [263.0, 445.0])]",0.5209295026340887
1042,55,58,"[([469.0, 314.0], [651.0, 635.0]), ([165.0, 303.0], [460.0, 545.0]), ([639.0, 369.0], [883.0, 668.0])]",0.5842900102244426
1043,26,58,"[([491.0, 335.0], [666.0, 616.0]), ([612.0, 367.0], [843.0, 683.0]), ([210.0, 291.0], [523.0, 540.0])]",0.5724610801080352
1044,169,175,"[([571.0, 142.0], [676.0, 572.0])]",0.6179430262964376
1045,165,175,"[([3.0, 115.0], [123.0, 535.0]), ([58.0, 133.0], [207.0, 659.0]), ([213.0, 131.0], [295.0, 227.0]), ([338.0, 142.0], [414.0, 249.0]), ([740.0, 180.0], [774.0, 230.0]), ([769.0, 148.0], [868.0, 267.0]), ([474.0, 191.0], [593.0, 551.0]), ([577.0, 148.0], [681.0, 545.0]), ([638.0, 160.0], [767.0, 587.0]), ([895.0, 147.0], [936.0, 197.0]), ([908.0, 149.0], [987.0, 304.0]), ([916.0, 165.0], [1024.0, 674.0])]",0.5950680753370615
1046,48,175,"[([844.0, 195.0], [946.0, 666.0])]",0.7627147266557478
1047,37,175,"[([51.0, 140.0], [242.0, 647.0]), ([30.0, 97.0], [144.0, 559.0]), ([461.0, 183.0], [601.0, 542.0]), ([646.0, 173.0], [744.0, 576.0]), ([561.0, 166.0], [653.0, 552.0]), ([342.0, 140.0], [449.0, 559.0]), ([211.0, 119.0], [280.0, 554.0])]",0.6228501184628967
1048,163,175,"[([477.0, 188.0], [583.0, 568.0]), ([62.0, 131.0], [241.0, 660.0]), ([575.0, 152.0], [679.0, 571.0]), ([634.0, 157.0], [773.0, 590.0]), ([194.0, 129.0], [296.0, 540.0]), ([317.0, 130.0], [431.0, 535.0]), ([768.0, 146.0], [868.0, 553.0]), ([888.0, 148.0], [991.0, 661.0])]",0.5637417298245893
1049,173,175,"[([1.0, 113.0], [128.0, 535.0]), ([56.0, 128.0], [214.0, 660.0]), ([193.0, 128.0], [292.0, 308.0]), ([342.0, 135.0], [413.0, 241.0]), ([480.0, 178.0], [599.0, 555.0]), ([560.0, 143.0], [689.0, 561.0]), ([631.0, 154.0], [778.0, 589.0]), ([733.0, 180.0], [775.0, 220.0]), ([778.0, 148.0], [862.0, 267.0]), ([894.0, 139.0], [925.0, 195.0]), ([840.0, 155.0], [990.0, 641.0]), ([923.0, 152.0], [1020.0, 681.0])]",0.6089346311171029
1050,142,175,"[([59.0, 118.0], [230.0, 644.0]), ([5.0, 113.0], [130.0, 548.0]), ([193.0, 127.0], [285.0, 485.0]), ([322.0, 133.0], [420.0, 555.0]), ([479.0, 181.0], [586.0, 551.0]), ([574.0, 153.0], [690.0, 555.0]), ([603.0, 149.0], [784.0, 590.0]), ([933.0, 159.0], [1024.0, 681.0]), ([882.0, 124.0], [1004.0, 309.0]), ([755.0, 139.0], [862.0, 269.0])]",0.5714974699449229
1051,109,175,"[([63.0, 134.0], [209.0, 657.0]), ([6.0, 114.0], [142.0, 542.0]), ([912.0, 144.0], [995.0, 293.0]), ([568.0, 150.0], [683.0, 558.0]), ([480.0, 189.0], [590.0, 555.0]), ([210.0, 130.0], [289.0, 235.0]), ([650.0, 159.0], [771.0, 592.0]), ([342.0, 142.0], [418.0, 530.0])]",0.5014294778371337
1052,55,175,"[([78.0, 149.0], [228.0, 680.0]), ([442.0, 172.0], [571.0, 530.0]), ([511.0, 146.0], [680.0, 538.0]), ([644.0, 151.0], [743.0, 599.0]), ([764.0, 171.0], [846.0, 681.0]), ([801.0, 178.0], [934.0, 662.0]), ([19.0, 115.0], [123.0, 541.0]), ([196.0, 123.0], [291.0, 521.0])]",0.5842900102244426
1053,172,87,"[([90.0, 185.0], [198.0, 727.0]), ([450.0, 143.0], [558.0, 355.0]), ([700.0, 155.0], [864.0, 583.0]), ([828.0, 127.0], [934.0, 393.0])]",0.530944048242041
1054,163,87,"[([79.0, 144.0], [232.0, 740.0]), ([429.0, 130.0], [603.0, 628.0]), ([788.0, 123.0], [963.0, 533.0]), ([682.0, 115.0], [853.0, 720.0]), ([272.0, 151.0], [378.0, 545.0])]",0.5637417298245893
1055,159,87,"[([460.0, 135.0], [547.0, 245.0]), ([696.0, 149.0], [866.0, 596.0]), ([820.0, 125.0], [904.0, 354.0]), ([103.0, 163.0], [179.0, 306.0])]",0.6042826203802337
1056,48,87,"[([453.0, 129.0], [562.0, 291.0])]",0.7627147266557478
1057,15,87,"[([91.0, 160.0], [189.0, 345.0]), ([286.0, 165.0], [356.0, 249.0]), ([451.0, 134.0], [561.0, 358.0]), ([641.0, 154.0], [699.0, 227.0]), ([699.0, 150.0], [862.0, 725.0]), ([808.0, 137.0], [917.0, 398.0])]",0.4837941475922862
1058,55,87,"[([63.0, 169.0], [248.0, 702.0]), ([491.0, 133.0], [586.0, 653.0]), ([813.0, 143.0], [949.0, 574.0]), ([675.0, 150.0], [848.0, 660.0])]",0.5842900102244426
1059,166,87,"[([799.0, 135.0], [932.0, 514.0]), ([687.0, 143.0], [853.0, 631.0]), ([453.0, 129.0], [593.0, 320.0]), ([60.0, 170.0], [199.0, 391.0])]",0.4537553092633307
1060,62,87,"[([465.0, 143.0], [555.0, 236.0]), ([817.0, 140.0], [913.0, 333.0]), ([684.0, 149.0], [822.0, 440.0])]",0.798723146807157
1061,92,87,"[([107.0, 152.0], [195.0, 265.0]), ([480.0, 136.0], [551.0, 255.0]), ([721.0, 142.0], [855.0, 541.0]), ([817.0, 111.0], [902.0, 354.0])]",0.5390521752073306
1062,48,184,"[([494.0, 77.0], [632.0, 448.0])]",0.7627147266557478
1063,142,184,"[([469.0, 70.0], [642.0, 447.0]), ([957.0, 62.0], [1007.0, 340.0])]",0.5714974699449229
1064,32,184,"[([479.0, 75.0], [633.0, 442.0])]",0.2785245142134831
1066,92,184,"[([485.0, 50.0], [633.0, 469.0])]",0.5390521752073306
1067,123,184,"[([474.0, 73.0], [629.0, 438.0])]",0.35775340551557894
1068,101,184,"[([481.0, 82.0], [621.0, 419.0])]",0.38833569471544316
1069,169,184,"[([464.0, 67.0], [643.0, 444.0])]",0.6179430262964376
1070,4,184,"[([476.0, 68.0], [633.0, 434.0])]",0.48478157607303674
1071,48,74,"[([192.0, 71.0], [744.0, 683.0])]",0.7627147266557478
1072,194,74,"[([0.0, 270.0], [332.0, 680.0]), ([157.0, 173.0], [309.0, 340.0]), ([317.0, 191.0], [417.0, 300.0]), ([803.0, 181.0], [1024.0, 682.0]), ([787.0, 177.0], [904.0, 372.0]), ([751.0, 259.0], [805.0, 334.0]), ([632.0, 38.0], [836.0, 683.0]), ([156.0, 79.0], [746.0, 683.0])]",0.5171094382017182
1073,173,74,"[([1.0, 259.0], [343.0, 683.0]), ([146.0, 168.0], [290.0, 369.0]), ([309.0, 188.0], [428.0, 328.0]), ([747.0, 220.0], [810.0, 333.0]), ([771.0, 179.0], [929.0, 388.0]), ([741.0, 182.0], [1019.0, 683.0]), ([590.0, 129.0], [847.0, 596.0]), ([154.0, 74.0], [763.0, 683.0])]",0.6089346311171029
1074,142,74,"[([4.0, 239.0], [347.0, 683.0]), ([138.0, 151.0], [297.0, 435.0]), ([293.0, 175.0], [430.0, 321.0]), ([126.0, 58.0], [761.0, 683.0]), ([783.0, 128.0], [1024.0, 681.0]), ([766.0, 170.0], [952.0, 555.0]), ([613.0, 127.0], [851.0, 683.0])]",0.5714974699449229
1075,163,74,"[([187.0, 87.0], [716.0, 683.0]), ([816.0, 169.0], [1023.0, 683.0]), ([594.0, 125.0], [861.0, 683.0]), ([1.0, 271.0], [341.0, 683.0]), ([140.0, 163.0], [330.0, 612.0])]",0.5637417298245893
1076,19,74,"[([152.0, 81.0], [739.0, 681.0]), ([2.0, 266.0], [342.0, 683.0]), ([131.0, 174.0], [288.0, 477.0]), ([625.0, 136.0], [834.0, 683.0]), ([781.0, 157.0], [909.0, 454.0]), ([799.0, 179.0], [1021.0, 683.0])]",0.4411264368100564
1077,188,74,"[([0.0, 258.0], [334.0, 680.0]), ([148.0, 171.0], [277.0, 352.0]), ([302.0, 176.0], [414.0, 312.0]), ([751.0, 245.0], [801.0, 336.0]), ([785.0, 182.0], [909.0, 375.0]), ([795.0, 176.0], [1024.0, 680.0]), ([637.0, 138.0], [838.0, 683.0]), ([156.0, 82.0], [747.0, 683.0])]",0.4365215603771364
1078,172,74,"[([3.0, 275.0], [333.0, 683.0]), ([134.0, 160.0], [310.0, 377.0]), ([312.0, 181.0], [429.0, 327.0]), ([621.0, 142.0], [847.0, 677.0]), ([781.0, 184.0], [921.0, 473.0]), ([806.0, 177.0], [1016.0, 682.0]), ([154.0, 72.0], [735.0, 681.0])]",0.530944048242041
1079,55,74,"[([265.0, 106.0], [694.0, 672.0]), ([548.0, 123.0], [792.0, 649.0]), ([823.0, 182.0], [1024.0, 683.0]), ([769.0, 135.0], [993.0, 683.0]), ([27.0, 269.0], [244.0, 683.0]), ([103.0, 163.0], [341.0, 683.0])]",0.5842900102244426
1080,55,86,"[([294.0, 471.0], [434.0, 768.0])]",0.5842900102244426
1081,4,86,"[([298.0, 484.0], [412.0, 748.0]), ([525.0, 475.0], [598.0, 684.0])]",0.48478157607303674
1082,169,86,"[([291.0, 479.0], [411.0, 747.0]), ([520.0, 482.0], [599.0, 684.0])]",0.6179430262964376
1083,163,86,"[([520.0, 470.0], [599.0, 687.0]), ([289.0, 489.0], [415.0, 750.0])]",0.5637417298245893
1084,48,86,"[([293.0, 481.0], [405.0, 742.0])]",0.7627147266557478
1085,142,86,"[([516.0, 468.0], [616.0, 688.0]), ([271.0, 483.0], [410.0, 748.0])]",0.5714974699449229
1086,144,86,"[([131.0, 503.0], [151.0, 552.0]), ([99.0, 502.0], [110.0, 542.0]), ([73.0, 503.0], [100.0, 559.0]), ([42.0, 508.0], [91.0, 569.0]), ([105.0, 498.0], [130.0, 566.0]), ([164.0, 503.0], [186.0, 565.0])]",0.9640240011630129
