question,worker,answer
771,30,2
771,47,2
771,50,2
771,55,3
771,61,1
771,66,0
771,73,2
771,88,3
486,3,1
486,10,2
486,31,0
486,35,2
486,47,1
486,52,0
486,55,0
486,60,2
486,70,0
486,90,1
770,3,0
770,5,2
770,9,3
770,12,3
770,21,0
770,31,1
770,34,3
770,35,2
770,53,3
770,58,3
609,3,1
609,9,0
609,12,2
609,16,1
609,22,2
609,34,0
609,35,1
609,43,0
609,47,0
609,58,3
706,3,1
706,9,1
706,11,3
706,12,0
706,16,2
706,31,1
706,37,3
706,41,2
706,43,0
706,53,1
746,3,1
746,5,1
746,9,3
746,10,2
746,20,1
746,31,2
746,40,1
746,41,1
746,58,2
746,73,2
554,3,1
554,10,2
554,14,2
554,16,0
554,22,1
554,34,2
554,37,0
554,51,2
554,52,1
554,60,2
472,3,0
472,9,1
472,13,1
472,16,1
472,20,3
472,21,1
472,35,0
472,39,3
472,43,0
472,53,2
173,3,3
173,8,1
173,19,2
173,20,2
173,29,1
173,35,1
173,40,1
173,43,1
173,55,0
173,73,2
201,3,1
201,8,1
201,12,0
201,14,1
201,20,3
201,28,2
201,31,1
201,37,2
201,42,2
201,43,1
309,3,1
309,8,0
309,13,0
309,16,0
309,19,0
309,25,1
309,35,2
309,37,3
309,40,2
309,55,1
591,3,0
591,6,2
591,11,0
591,13,3
591,16,0
591,22,1
591,31,0
591,45,1
591,53,1
591,73,1
158,3,0
158,13,1
158,20,0
158,25,1
158,31,2
158,34,2
158,35,1
158,47,1
158,73,2
158,80,0
536,3,3
536,14,0
536,16,2
536,19,1
536,20,3
536,25,2
536,36,2
536,47,3
536,50,1
536,56,3
35,4,3
35,14,1
35,20,3
35,23,3
35,25,0
35,26,2
35,36,0
35,53,2
35,56,3
35,70,0
422,4,3
422,5,3
422,15,0
422,20,2
422,22,3
422,43,3
422,48,3
422,56,1
422,63,1
422,74,3
194,4,0
194,12,2
194,17,2
194,20,1
194,23,0
194,31,1
194,40,0
194,56,0
194,60,2
194,76,1
620,4,0
620,12,0
620,13,3
620,16,1
620,37,3
620,43,0
620,47,0
620,48,1
620,51,0
620,54,0
570,4,2
570,9,2
570,28,1
570,34,0
570,42,3
570,43,2
570,47,0
570,59,2
570,73,3
570,107,3
613,4,0
613,22,0
613,31,1
613,39,0
613,40,3
613,41,1
613,43,0
613,61,2
613,63,2
613,108,2
245,4,3
245,6,2
245,23,0
245,35,2
245,39,2
245,41,3
245,43,3
245,44,1
245,47,0
245,76,0
26,4,3
26,16,2
26,20,1
26,22,2
26,31,2
26,34,3
26,47,1
26,49,0
26,53,2
26,58,2
52,4,2
52,11,3
52,12,3
52,13,3
52,20,2
52,39,1
52,40,2
52,42,2
52,47,0
52,56,3
462,4,3
462,6,1
462,9,3
462,14,1
462,17,3
462,34,1
462,39,1
462,54,3
462,60,3
462,63,1
72,4,1
72,8,1
72,9,3
72,16,2
72,31,1
72,35,1
72,37,3
72,40,0
72,43,3
72,55,2
186,4,0
186,10,0
186,14,2
186,28,2
186,29,3
186,37,3
186,40,2
186,58,2
186,61,0
186,77,0
261,4,3
261,11,0
261,13,2
261,21,1
261,25,2
261,40,1
261,41,0
261,52,2
261,76,3
261,90,1
600,4,2
600,11,3
600,16,2
600,22,1
600,28,1
600,29,1
600,34,1
600,39,1
600,41,3
600,61,1
466,4,2
466,12,2
466,14,3
466,20,3
466,22,3
466,23,1
466,39,3
466,40,0
466,56,2
466,86,2
624,4,0
624,22,2
624,28,2
624,31,0
624,35,3
624,37,1
624,40,1
624,41,2
624,42,1
624,57,0
599,4,2
599,13,1
599,16,1
599,31,3
599,34,0
599,41,3
599,58,0
599,60,0
599,61,2
599,76,2
375,4,1
375,13,1
375,16,2
375,19,0
375,21,2
375,23,3
375,31,3
375,40,1
375,43,1
375,55,2
286,4,0
286,6,1
286,21,2
286,31,3
286,35,0
286,37,2
286,39,3
286,40,2
286,55,2
286,58,2
439,4,0
439,10,2
439,13,1
439,33,3
439,41,1
439,51,1
439,54,0
439,55,3
439,61,3
439,85,1
583,4,0
583,10,3
583,22,3
583,30,0
583,31,2
583,34,3
583,39,1
583,40,3
583,50,3
583,55,1
207,4,2
207,9,1
207,10,2
207,13,1
207,23,1
207,37,1
207,39,0
207,40,1
207,58,1
207,60,2
468,4,0
468,10,3
468,14,0
468,20,1
468,23,3
468,39,3
468,41,2
468,42,0
468,56,0
468,58,2
798,5,0
798,11,2
798,20,3
798,21,2
798,22,2
798,29,2
798,31,3
798,55,0
798,94,0
798,109,0
780,5,2
780,16,1
780,30,0
780,35,1
780,43,2
780,55,3
780,59,2
780,61,3
780,63,3
780,73,1
800,5,3
800,10,3
800,13,3
800,16,0
800,20,0
800,21,3
800,23,3
800,29,3
800,34,0
800,66,1
447,5,0
447,10,2
447,19,3
447,25,0
447,35,3
447,43,0
447,45,2
447,62,0
447,73,0
447,84,2
726,5,3
726,6,1
726,13,3
726,34,3
726,39,3
726,42,3
726,43,3
726,45,3
726,47,0
726,54,2
47,5,1
47,9,0
47,11,3
47,17,1
47,26,3
47,31,0
47,34,2
47,40,0
47,49,1
47,55,3
784,5,3
784,9,3
784,13,1
784,16,3
784,20,1
784,28,2
784,29,0
784,31,0
784,35,0
784,54,3
488,5,0
488,13,0
488,15,2
488,23,1
488,36,1
488,37,0
488,39,0
488,45,2
488,50,3
488,56,2
255,5,2
255,9,0
255,10,1
255,13,2
255,20,1
255,21,0
255,23,2
255,36,1
255,41,1
255,53,1
794,5,3
794,9,3
794,13,2
794,21,0
794,25,1
794,29,0
794,30,0
794,34,3
794,45,1
794,66,3
440,5,0
440,13,0
440,15,2
440,20,2
440,21,0
440,25,0
440,58,0
440,65,0
440,66,3
440,106,2
37,5,3
37,16,0
37,23,3
37,28,3
37,29,3
37,31,0
37,35,3
37,40,3
37,42,1
37,58,3
671,5,2
671,6,2
671,8,2
671,13,3
671,20,1
671,21,2
671,27,2
671,34,2
671,43,2
671,54,2
557,5,3
557,9,1
557,17,1
557,20,1
557,21,1
557,22,1
557,31,0
557,35,1
557,65,1
557,67,1
69,5,2
69,13,2
69,17,2
69,23,0
69,34,3
69,35,1
69,40,2
69,58,2
69,70,2
69,85,0
438,5,3
438,10,3
438,13,3
438,20,0
438,22,2
438,29,3
438,47,3
438,50,3
438,54,0
438,58,3
56,5,1
56,9,1
56,12,1
56,22,3
56,35,1
56,36,1
56,37,1
56,41,2
56,45,0
56,79,2
225,5,0
225,9,0
225,12,0
225,14,1
225,16,3
225,23,2
225,31,2
225,34,0
225,37,2
225,49,0
122,5,2
122,20,3
122,22,2
122,25,1
122,28,1
122,41,1
122,43,2
122,47,2
122,72,3
122,75,3
262,5,2
262,13,2
262,16,3
262,22,2
262,31,3
262,40,2
262,43,1
262,47,2
262,62,0
262,89,2
291,5,3
291,6,1
291,16,3
291,17,3
291,20,0
291,34,0
291,39,3
291,61,3
291,84,2
291,88,1
131,5,0
131,28,0
131,31,1
131,34,3
131,49,0
131,57,1
131,58,3
131,59,0
131,72,1
131,90,1
535,5,3
535,6,2
535,7,0
535,34,2
535,35,0
535,40,2
535,43,3
535,44,3
535,50,2
535,55,2
500,5,2
500,9,2
500,11,2
500,13,0
500,14,1
500,21,0
500,22,3
500,28,2
500,39,1
500,59,1
551,5,0
551,8,2
551,9,0
551,10,2
551,13,0
551,23,1
551,27,0
551,31,2
551,37,0
551,42,1
260,5,2
260,9,2
260,12,2
260,13,2
260,16,2
260,22,2
260,31,0
260,37,2
260,50,2
260,81,1
687,5,3
687,13,0
687,16,2
687,28,3
687,31,2
687,34,3
687,35,1
687,40,3
687,45,3
687,94,2
727,5,3
727,9,0
727,11,1
727,13,3
727,20,1
727,21,1
727,22,0
727,34,1
727,42,1
727,43,3
376,5,0
376,6,0
376,11,0
376,16,0
376,22,1
376,35,1
376,43,0
376,47,1
376,50,2
376,52,0
694,5,3
694,9,0
694,10,1
694,13,2
694,20,2
694,23,2
694,31,0
694,35,0
694,40,3
694,42,0
182,5,3
182,6,1
182,10,0
182,13,3
182,17,0
182,35,2
182,43,3
182,47,2
182,53,3
182,72,3
39,5,3
39,8,3
39,9,3
39,13,1
39,20,2
39,22,2
39,23,2
39,25,2
39,41,3
39,72,3
516,5,1
516,12,3
516,13,3
516,20,0
516,21,2
516,28,3
516,31,0
516,39,0
516,66,3
516,73,0
495,5,0
495,11,1
495,15,2
495,25,3
495,31,0
495,34,2
495,41,1
495,45,2
495,60,1
495,61,2
243,5,2
243,6,3
243,9,0
243,13,2
243,14,2
243,15,0
243,23,1
243,43,1
243,52,3
243,85,3
598,5,3
598,8,3
598,9,2
598,13,0
598,20,0
598,23,2
598,31,3
598,50,2
598,54,0
598,71,2
247,5,1
247,8,1
247,11,1
247,20,2
247,23,2
247,31,1
247,35,1
247,43,2
247,55,3
247,58,2
177,5,3
177,12,0
177,21,3
177,23,1
177,29,2
177,31,1
177,36,0
177,37,3
177,65,0
177,73,3
92,5,3
92,9,2
92,13,0
92,14,0
92,23,1
92,34,2
92,35,3
92,43,0
92,47,0
92,58,2
757,5,2
757,9,1
757,10,1
757,12,0
757,16,0
757,21,2
757,22,0
757,41,1
757,42,1
757,61,3
134,5,0
134,9,0
134,13,2
134,16,1
134,21,3
134,25,1
134,47,1
134,58,3
134,61,3
134,92,3
649,5,0
649,16,2
649,20,1
649,28,2
649,35,3
649,41,3
649,42,1
649,43,3
649,47,3
649,73,3
775,5,3
775,6,3
775,8,0
775,9,2
775,11,1
775,20,1
775,42,2
775,47,2
775,55,0
775,107,2
585,5,1
585,8,3
585,15,3
585,17,2
585,29,2
585,35,2
585,37,3
585,40,2
585,41,1
585,56,3
596,5,3
596,13,2
596,16,1
596,17,0
596,23,1
596,31,3
596,39,1
596,51,1
596,53,3
596,56,1
640,5,1
640,8,3
640,9,0
640,13,0
640,17,0
640,20,2
640,31,3
640,55,2
640,58,0
640,84,0
558,5,1
558,12,3
558,13,3
558,17,3
558,19,1
558,22,1
558,25,2
558,37,3
558,43,1
558,54,3
280,5,1
280,9,3
280,10,3
280,13,0
280,20,2
280,31,1
280,48,3
280,50,1
280,62,3
280,63,1
543,5,1
543,7,0
543,9,3
543,16,3
543,20,1
543,40,0
543,41,0
543,50,3
543,54,0
543,55,0
187,5,2
187,8,3
187,13,3
187,14,0
187,16,3
187,40,0
187,56,2
187,67,3
187,77,2
187,96,3
204,5,2
204,13,0
204,16,2
204,31,3
204,35,1
204,40,0
204,41,2
204,43,1
204,54,3
204,59,1
573,5,2
573,11,1
573,15,2
573,16,3
573,25,0
573,40,3
573,41,0
573,43,3
573,59,2
573,62,3
734,5,1
734,9,0
734,11,0
734,13,3
734,20,2
734,28,0
734,31,1
734,35,0
734,45,0
734,73,1
504,5,1
504,11,2
504,21,3
504,31,2
504,34,1
504,37,0
504,47,1
504,51,0
504,52,0
504,99,1
336,5,3
336,13,0
336,14,2
336,16,2
336,22,0
336,41,0
336,45,2
336,69,3
336,90,2
336,94,2
373,5,3
373,14,2
373,20,1
373,21,2
373,23,2
373,25,1
373,29,2
373,40,2
373,63,1
373,85,2
112,5,1
112,9,0
112,11,0
112,13,0
112,17,0
112,20,3
112,21,3
112,36,2
112,41,1
112,50,0
200,5,2
200,16,1
200,20,0
200,22,1
200,25,3
200,31,1
200,34,0
200,35,1
200,43,3
200,52,3
564,5,1
564,16,3
564,25,0
564,29,2
564,31,2
564,35,0
564,41,0
564,43,2
564,58,0
564,76,2
608,6,1
608,9,1
608,10,2
608,13,1
608,15,1
608,31,0
608,35,1
608,40,0
608,43,2
608,63,0
14,6,1
14,9,0
14,12,0
14,16,2
14,35,2
14,36,3
14,44,1
14,56,3
14,57,0
14,58,1
521,6,0
521,8,3
521,15,0
521,23,3
521,31,3
521,35,1
521,43,0
521,50,2
521,56,3
521,59,1
114,6,2
114,12,2
114,13,2
114,14,0
114,20,3
114,22,3
114,23,0
114,25,3
114,36,3
114,47,2
494,6,3
494,10,0
494,20,0
494,28,2
494,31,3
494,35,2
494,40,0
494,44,2
494,45,3
494,102,3
378,6,2
378,9,2
378,13,1
378,14,3
378,17,1
378,23,2
378,29,0
378,41,0
378,43,2
378,50,2
431,6,2
431,7,3
431,26,3
431,27,3
431,35,3
431,43,3
431,56,3
431,65,3
431,70,0
431,77,1
806,6,0
806,9,2
806,20,0
806,29,3
806,34,3
806,35,1
806,43,3
806,62,1
806,72,3
806,73,3
254,6,1
254,10,3
254,24,1
254,31,2
254,34,3
254,36,3
254,40,3
254,45,3
254,47,0
254,71,1
547,6,0
547,12,3
547,13,2
547,16,3
547,20,0
547,29,3
547,31,0
547,35,2
547,44,2
547,58,0
785,6,3
785,11,2
785,12,0
785,19,2
785,20,0
785,21,0
785,22,0
785,29,2
785,35,0
785,45,0
601,6,3
601,9,1
601,20,3
601,21,1
601,22,1
601,37,1
601,39,3
601,47,1
601,53,1
601,84,3
389,6,1
389,7,2
389,9,2
389,10,2
389,16,2
389,20,0
389,21,2
389,28,3
389,34,2
389,40,2
689,6,1
689,11,3
689,13,3
689,16,2
689,20,1
689,31,2
689,35,1
689,36,1
689,42,3
689,73,3
587,6,2
587,9,1
587,13,0
587,35,0
587,37,1
587,41,3
587,42,0
587,43,1
587,58,3
587,79,1
299,6,2
299,9,0
299,23,0
299,31,1
299,34,0
299,35,3
299,36,0
299,42,2
299,47,0
299,58,1
104,6,3
104,10,1
104,14,1
104,20,1
104,22,2
104,25,3
104,42,0
104,56,2
104,66,1
104,72,0
379,6,3
379,12,2
379,20,1
379,21,0
379,28,2
379,35,2
379,43,2
379,89,2
379,90,3
379,99,3
565,6,0
565,9,1
565,13,1
565,16,3
565,28,2
565,31,3
565,34,1
565,35,1
565,40,2
565,50,2
698,6,2
698,10,0
698,13,3
698,25,0
698,28,0
698,31,2
698,42,1
698,43,0
698,51,0
698,59,2
758,6,1
758,9,3
758,16,3
758,25,1
758,30,2
758,31,0
758,34,3
758,41,0
758,58,2
758,61,3
421,6,0
421,12,3
421,15,3
421,22,2
421,25,0
421,34,1
421,41,2
421,42,2
421,43,3
421,71,3
736,6,1
736,9,2
736,13,0
736,16,1
736,31,0
736,34,1
736,35,3
736,36,2
736,53,1
736,66,2
743,6,1
743,20,1
743,22,0
743,31,2
743,35,1
743,43,3
743,51,3
743,58,3
743,72,3
743,73,3
683,6,0
683,11,3
683,21,3
683,25,1
683,31,0
683,34,3
683,35,1
683,45,2
683,54,2
683,69,0
294,6,3
294,9,2
294,14,0
294,15,1
294,16,2
294,20,3
294,28,2
294,45,3
294,49,0
294,52,2
697,6,0
697,14,2
697,15,2
697,21,3
697,23,2
697,25,2
697,31,1
697,58,2
697,73,2
697,94,2
117,6,0
117,9,2
117,12,2
117,13,2
117,17,2
117,28,3
117,40,2
117,47,2
117,49,3
117,63,0
584,7,3
584,12,2
584,16,0
584,20,2
584,22,3
584,40,3
584,41,2
584,43,3
584,61,3
584,77,1
228,7,2
228,13,2
228,19,2
228,22,3
228,23,2
228,25,2
228,28,3
228,37,1
228,40,2
228,55,2
248,7,2
248,13,2
248,19,2
248,29,2
248,31,0
248,35,0
248,40,2
248,43,2
248,47,2
248,94,2
720,7,1
720,9,1
720,13,1
720,14,1
720,20,3
720,31,2
720,35,0
720,43,1
720,54,0
720,73,2
491,7,3
491,9,3
491,11,3
491,14,2
491,15,1
491,22,3
491,31,1
491,43,3
491,60,3
491,61,3
253,7,2
253,13,2
253,22,2
253,41,1
253,48,0
253,55,1
253,65,1
253,71,2
253,75,2
253,77,0
732,7,3
732,13,1
732,16,3
732,29,3
732,31,0
732,35,0
732,41,3
732,43,1
732,53,2
732,60,3
405,7,2
405,9,2
405,13,3
405,16,3
405,23,2
405,35,1
405,40,2
405,41,2
405,43,2
405,58,2
392,7,1
392,19,1
392,24,2
392,25,3
392,34,2
392,40,1
392,47,2
392,54,0
392,72,1
392,91,0
607,7,3
607,8,3
607,9,0
607,12,0
607,17,1
607,20,2
607,25,0
607,41,1
607,54,3
607,55,1
665,7,0
665,13,1
665,20,2
665,22,3
665,34,1
665,40,3
665,51,1
665,53,2
665,66,2
665,73,1
215,7,1
215,12,0
215,13,2
215,18,0
215,23,0
215,31,0
215,37,2
215,43,0
215,51,0
215,61,0
483,8,3
483,13,3
483,15,3
483,16,1
483,23,2
483,31,1
483,35,2
483,39,0
483,43,3
483,57,2
517,8,3
517,12,1
517,16,3
517,17,3
517,20,2
517,26,3
517,27,3
517,35,3
517,43,2
517,70,1
181,8,3
181,9,3
181,10,0
181,15,3
181,16,0
181,23,3
181,31,1
181,53,0
181,80,2
181,81,3
132,8,1
132,17,1
132,22,0
132,28,1
132,35,2
132,36,1
132,52,1
132,55,2
132,57,2
132,62,0
160,8,1
160,13,2
160,16,2
160,21,0
160,31,2
160,41,0
160,42,2
160,49,1
160,58,2
160,66,2
319,8,2
319,14,1
319,16,0
319,20,1
319,34,1
319,35,2
319,40,2
319,41,0
319,43,2
319,51,2
140,8,0
140,10,1
140,11,2
140,13,1
140,28,0
140,31,3
140,34,3
140,37,0
140,41,1
140,53,0
437,8,0
437,9,3
437,13,3
437,16,2
437,20,2
437,30,2
437,31,2
437,32,3
437,43,3
437,53,0
129,8,3
129,9,2
129,12,2
129,13,1
129,16,2
129,23,2
129,31,1
129,34,2
129,35,1
129,47,1
244,8,0
244,12,1
244,17,1
244,31,0
244,47,2
244,53,0
244,56,3
244,62,1
244,69,1
244,86,2
576,8,3
576,9,0
576,10,3
576,23,0
576,34,0
576,37,0
576,41,2
576,56,2
576,65,2
576,76,1
711,8,2
711,21,1
711,22,2
711,23,2
711,28,1
711,47,0
711,50,1
711,51,1
711,66,2
711,72,1
616,8,3
616,13,3
616,15,0
616,16,0
616,20,1
616,28,0
616,37,3
616,47,3
616,53,2
616,66,1
59,8,3
59,10,1
59,11,0
59,23,1
59,25,2
59,26,3
59,41,0
59,50,1
59,51,1
59,53,0
172,8,0
172,13,1
172,14,3
172,22,0
172,31,1
172,35,3
172,37,2
172,39,2
172,56,3
172,76,3
763,8,3
763,10,1
763,16,2
763,20,0
763,27,1
763,31,0
763,35,2
763,47,3
763,63,0
763,66,0
67,8,1
67,9,1
67,11,0
67,13,2
67,22,3
67,36,2
67,43,2
67,55,2
67,62,3
67,73,3
578,8,0
578,15,3
578,23,3
578,28,3
578,30,2
578,31,0
578,35,1
578,42,3
578,43,3
578,56,1
473,8,0
473,13,3
473,20,0
473,22,1
473,36,2
473,37,1
473,40,2
473,43,1
473,55,0
473,59,0
314,8,1
314,9,0
314,11,1
314,16,2
314,19,3
314,28,3
314,31,2
314,37,0
314,54,3
314,55,0
278,8,1
278,9,3
278,16,0
278,20,3
278,25,1
278,34,2
278,37,1
278,43,2
278,49,1
278,51,2
446,8,1
446,9,3
446,13,3
446,20,1
446,21,3
446,23,2
446,34,3
446,43,3
446,55,0
446,56,3
588,8,3
588,20,3
588,21,0
588,23,1
588,24,3
588,25,1
588,28,2
588,35,0
588,43,1
588,61,1
50,8,3
50,9,0
50,23,1
50,27,1
50,31,0
50,35,2
50,37,1
50,43,1
50,50,1
50,67,1
768,9,2
768,13,2
768,16,0
768,20,3
768,21,1
768,34,2
768,43,2
768,50,1
768,59,0
768,84,3
792,9,3
792,13,3
792,14,0
792,20,2
792,25,3
792,42,2
792,45,3
792,47,3
792,55,3
792,61,3
478,9,3
478,15,0
478,26,3
478,27,3
478,28,3
478,34,3
478,42,3
478,43,3
478,47,2
478,58,3
329,9,3
329,10,1
329,19,3
329,22,2
329,23,0
329,24,2
329,31,0
329,34,3
329,42,3
329,60,3
499,9,3
499,11,0
499,13,2
499,17,1
499,20,1
499,23,0
499,29,3
499,35,0
499,39,1
499,50,1
641,9,2
641,10,1
641,21,1
641,23,3
641,28,2
641,34,0
641,40,3
641,42,1
641,43,3
641,47,2
150,9,3
150,13,3
150,16,2
150,19,0
150,34,3
150,35,3
150,41,3
150,49,3
150,51,3
150,63,2
648,9,2
648,12,2
648,13,3
648,17,2
648,22,0
648,31,0
648,34,3
648,35,0
648,40,2
648,51,2
542,9,2
542,16,2
542,19,3
542,22,1
542,28,2
542,35,1
542,37,2
542,51,2
542,54,3
542,61,2
801,9,2
801,16,1
801,20,3
801,25,2
801,28,1
801,30,0
801,31,3
801,45,2
801,63,1
801,66,2
779,9,1
779,13,1
779,20,2
779,25,2
779,40,1
779,43,1
779,66,1
779,73,1
779,84,1
779,94,1
326,9,2
326,13,2
326,16,1
326,18,3
326,25,3
326,28,1
326,35,0
326,39,0
326,43,0
326,53,1
469,9,1
469,12,1
469,13,1
469,14,3
469,21,1
469,29,1
469,39,0
469,47,1
469,53,2
469,63,0
474,9,0
474,12,2
474,16,3
474,28,3
474,34,2
474,35,1
474,37,0
474,42,1
474,47,0
474,50,2
295,9,0
295,14,0
295,16,3
295,22,2
295,28,3
295,35,1
295,53,3
295,56,0
295,58,2
295,61,0
634,9,0
634,16,2
634,17,0
634,23,2
634,28,2
634,30,1
634,43,0
634,58,0
634,63,2
634,66,1
266,9,1
266,15,2
266,20,0
266,22,2
266,29,2
266,35,2
266,37,1
266,43,1
266,55,3
266,61,1
157,9,1
157,13,3
157,22,1
157,35,3
157,50,1
157,60,1
157,61,1
157,63,0
157,65,0
157,90,0
205,9,0
205,12,3
205,14,0
205,19,0
205,34,1
205,35,3
205,43,0
205,49,0
205,53,2
205,66,3
762,9,3
762,16,0
762,20,0
762,25,3
762,28,1
762,29,0
762,31,0
762,35,1
762,43,2
762,66,0
302,9,0
302,10,2
302,12,0
302,13,0
302,23,1
302,32,0
302,34,0
302,42,2
302,58,0
302,71,0
774,9,0
774,20,1
774,21,2
774,28,0
774,29,1
774,34,3
774,35,0
774,42,0
774,50,2
774,59,0
514,9,2
514,13,2
514,34,2
514,35,2
514,43,3
514,47,3
514,57,1
514,71,1
514,76,0
514,89,1
786,9,0
786,13,2
786,16,1
786,20,1
786,22,2
786,31,3
786,34,1
786,35,2
786,58,0
786,63,3
666,9,0
666,20,2
666,22,3
666,31,3
666,41,3
666,43,0
666,47,0
666,53,3
666,55,0
666,59,0
219,9,1
219,12,0
219,13,0
219,16,1
219,21,2
219,31,2
219,40,1
219,44,3
219,56,0
219,61,0
700,9,2
700,13,3
700,16,2
700,21,2
700,28,3
700,35,3
700,40,1
700,41,3
700,42,1
700,66,3
43,9,3
43,20,1
43,25,2
43,31,0
43,34,0
43,43,3
43,47,2
43,48,3
43,49,1
43,56,3
688,9,3
688,13,3
688,16,1
688,28,3
688,31,2
688,54,2
688,55,3
688,58,2
688,61,3
688,62,1
633,9,3
633,10,1
633,13,3
633,20,0
633,22,3
633,35,1
633,39,2
633,45,3
633,57,3
633,98,2
315,9,0
315,13,0
315,15,2
315,25,2
315,28,0
315,31,2
315,34,0
315,35,3
315,61,3
315,84,3
592,9,2
592,12,2
592,15,2
592,16,2
592,20,3
592,31,1
592,43,2
592,50,2
592,56,2
592,58,2
754,9,0
754,19,1
754,27,0
754,29,0
754,31,0
754,34,1
754,43,2
754,47,2
754,61,3
754,94,0
391,9,3
391,10,0
391,12,3
391,17,3
391,20,0
391,35,3
391,41,0
391,42,0
391,61,3
391,103,1
159,9,1
159,16,2
159,19,0
159,20,3
159,22,1
159,23,2
159,25,1
159,31,2
159,42,1
159,65,3
119,9,0
119,12,2
119,16,0
119,31,3
119,32,1
119,34,0
119,35,0
119,37,0
119,39,1
119,67,0
752,9,0
752,16,3
752,19,2
752,28,1
752,31,1
752,34,1
752,35,1
752,41,2
752,42,0
752,43,0
545,9,1
545,22,0
545,34,0
545,40,0
545,41,1
545,42,2
545,45,1
545,53,3
545,58,3
545,69,3
567,9,1
567,13,3
567,20,3
567,21,0
567,34,1
567,39,0
567,55,0
567,56,1
567,58,1
567,60,1
686,9,0
686,13,0
686,23,0
686,28,0
686,35,0
686,40,0
686,41,2
686,43,2
686,55,3
686,63,3
9,9,0
9,16,3
9,27,0
9,34,3
9,35,0
9,48,2
9,49,1
9,50,0
9,51,0
9,52,0
569,9,2
569,10,2
569,20,1
569,22,0
569,34,0
569,35,1
569,43,0
569,55,1
569,60,2
569,65,2
58,9,3
58,13,1
58,20,1
58,22,0
58,25,1
58,28,3
58,36,1
58,37,0
58,56,1
58,66,3
20,9,1
20,11,0
20,13,3
20,15,2
20,16,3
20,23,1
20,36,2
20,47,1
20,55,3
20,61,2
105,9,1
105,11,1
105,20,3
105,22,0
105,29,1
105,31,0
105,34,1
105,53,3
105,56,2
105,58,1
230,9,1
230,10,1
230,16,2
230,21,3
230,31,0
230,35,0
230,42,1
230,43,1
230,60,1
230,97,1
673,9,0
673,13,3
673,27,0
673,29,0
673,31,3
673,34,2
673,35,3
673,47,0
673,55,2
673,58,3
658,9,3
658,13,3
658,20,3
658,21,3
658,22,1
658,28,3
658,29,3
658,37,2
658,40,0
658,43,1
548,9,2
548,13,3
548,21,1
548,25,2
548,27,2
548,28,2
548,35,3
548,47,3
548,53,2
548,63,3
271,9,3
271,11,1
271,16,0
271,17,1
271,20,1
271,41,3
271,43,0
271,47,0
271,54,2
271,70,3
199,9,3
199,16,1
199,19,3
199,25,3
199,35,1
199,37,1
199,41,2
199,54,2
199,55,3
199,58,2
744,9,2
744,13,2
744,20,3
744,29,2
744,31,1
744,34,2
744,35,2
744,39,3
744,43,2
744,54,2
44,9,3
44,14,2
44,20,0
44,21,2
44,22,2
44,34,2
44,35,0
44,37,2
44,43,2
44,66,0
612,9,3
612,13,1
612,21,0
612,40,1
612,44,2
612,45,0
612,52,3
612,56,3
612,67,0
612,73,0
520,9,2
520,16,2
520,21,3
520,26,0
520,31,2
520,34,1
520,35,3
520,41,0
520,43,0
520,73,2
643,9,0
643,12,1
643,15,3
643,16,3
643,25,3
643,31,2
643,35,2
643,44,1
643,58,2
643,88,3
637,9,3
637,19,1
637,23,1
637,28,1
637,31,2
637,41,1
637,42,0
637,43,2
637,53,3
637,55,0
386,9,1
386,11,1
386,12,3
386,15,2
386,24,1
386,29,2
386,39,0
386,43,2
386,50,3
386,60,2
279,9,3
279,13,1
279,17,1
279,20,3
279,28,2
279,34,1
279,43,1
279,50,1
279,53,1
279,56,2
130,9,0
130,13,1
130,16,2
130,17,2
130,22,2
130,31,0
130,36,1
130,39,3
130,42,1
130,55,3
672,9,2
672,10,3
672,16,0
672,20,0
672,23,1
672,47,1
672,51,1
672,56,3
672,61,1
672,62,0
424,9,0
424,10,1
424,11,1
424,14,2
424,16,1
424,20,3
424,21,1
424,27,3
424,35,0
424,50,1
733,9,3
733,13,3
733,28,0
733,29,0
733,30,0
733,31,3
733,40,1
733,45,0
733,54,0
733,59,0
712,9,0
712,14,3
712,16,2
712,19,0
712,22,2
712,28,2
712,34,1
712,35,3
712,45,2
712,66,0
796,9,0
796,10,3
796,12,0
796,16,3
796,20,2
796,28,3
796,34,3
796,55,0
796,61,3
796,102,3
22,9,1
22,11,2
22,13,0
22,17,3
22,21,3
22,22,2
22,23,3
22,35,2
22,55,2
22,56,1
586,9,2
586,12,2
586,18,0
586,22,0
586,23,3
586,25,0
586,29,0
586,35,3
586,40,0
586,58,0
631,9,0
631,11,0
631,13,3
631,16,2
631,22,0
631,27,2
631,34,0
631,35,1
631,45,2
631,59,2
429,9,1
429,10,0
429,11,0
429,13,1
429,20,3
429,22,0
429,23,2
429,25,1
429,28,0
429,43,2
731,9,1
731,10,3
731,12,1
731,16,3
731,21,1
731,25,0
731,31,1
731,34,3
731,35,1
731,54,3
166,9,3
166,13,0
166,15,2
166,21,3
166,25,3
166,28,0
166,39,0
166,41,2
166,53,2
166,62,3
420,9,0
420,10,0
420,13,2
420,17,1
420,20,1
420,34,1
420,37,2
420,50,1
420,63,0
420,70,2
719,9,2
719,20,3
719,25,3
719,28,0
719,29,0
719,31,1
719,43,1
719,54,3
719,60,0
719,88,1
7,9,2
7,11,3
7,13,1
7,21,0
